"","POC-52-TP1","POR-245-TP3","POC-255-TP3","POR-69-TP4","POC-53-TP1","POC-222-TP1","ACR-145-TP4","POC-255-TP1","ACR-265-TP3","POC-42-TP3","ACR-229-TP1","ACR-186-TP3","POR-245-TP4","POR-216-TP1","POR-245-TP2","POC-219-TP3","POC-219-TP4","POC-57-TP1","POR-69-TP2","POR-216-TP4","POR-83-TP3","POC-222-TP4","POR-260-TP4","ACR-225-TP1","POC-40-TP4","POR-72-TP1","POC-57-TP3","POC-42-TP4","ACR-244-TP1","ACR-186-TP1","POC-57-TP4","POR-72-TP3","POR-260-TP3","POR-73-TP2","POR-260-TP2","ACR-173-TP1","POR-73-TP1","POR-83-TP4","POR-262-TP2","POC-53-TP4","POC-52-TP4","ACR-173-TP4","ACR-139-TP1","POR-262-TP4","POR-73-TP4","ACR-225-TP3","POR-260-TP1","POC-259-TP1","POR-236-TP1","POR-74-TP2","ACR-237-TP4","POR-74-TP1","POC-42-TP1","POR-83-TP1","POR-69-TP3","ACR-139-TP3","ACR-265-TP1","POC-40-TP3","ACR-237-TP1","POC-259-TP3","POR-236-TP2","POC-40-TP1","POR-72-TP2","POR-72-TP4","POR-216-TP3","ACR-145-TP1","POC-259-TP4","ACR-229-TP3","ACR-244-TP3","POC-201-TP1","POR-69-TP1","POC-222-TP3","ACR-186-TP4","ACR-139-TP4","POR-73-TP3","ACR-173-TP3","ACR-225-TP4","ACR-150-TP4","POR-74-TP3","ACR-237-TP3","ACR-145-TP3","POR-74-TP4","POR-245-TP1","ACR-150-TP3","POR-262-TP3","POC-53-TP3","ACR-244-TP4","POC-255-TP4","POR-262-TP1","POC-219-TP1","POC-201-TP3","POR-216-TP2","POC-52-TP3","ACR-150-TP1","ACR-229-TP4","POR-83-TP2"
"Dimethylarginine (A/SDMA)",82083.9617550113,38681.1254415598,103189.845957868,682633.309374978,44640.7276594397,146046.131255531,649554.904142613,34244.3770133928,1958299.5424472,75149.8349019039,241782.521476228,173729.939377592,66780.9962374755,97813.1297634726,170388.693680847,43374.7878112599,55447.7678262621,40733.8858929711,563331.393255865,200402.198120835,193084.558826557,160384.978333339,154295.870916306,146076.959509019,65933.6540515533,141193.371228369,153583.988452063,79609.8680817114,1236010.89994875,264743.523125067,42037.0392100601,187279.086271708,154066.148309955,247863.715860811,117195.162640423,443161.164010607,163210.190367146,217555.246066688,137582.024394593,45399.6837650943,74040.6936228723,617574.295839378,410759.745027228,517932.366620546,141234.008135027,264885.530389722,64646.271982512,197094.498427828,75672.6518341922,129112.270558282,476649.075914834,141593.077731854,116845.318965742,142577.491481394,928048.320583987,819676.541049124,506256.345104992,68817.3088338771,506541.846904553,100068.010982985,50125.6829512718,92651.7550333681,216057.774969043,166635.044930212,173289.707019218,595369.709283851,106489.053931383,397606.911429918,487155.176394989,276065.375785854,749573.126118418,100418.705408924,187853.723118309,1203797.19056381,175667.963430207,719580.163874838,112924.853576552,591714.043965399,75851.6711248826,453107.63776839,442390.454417091,196082.794707477,145512.036790115,297780.992783578,166117.214433405,89498.0085311986,339922.14507779,109134.246222663,117322.121840459,129414.001329954,143433.778617804,96365.3150496502,67029.3525785542,427906.202218245,343108.411601599,93283.1131070811
"Acetylcarnitine",11974.2282772827,257246.100911743,56187.77448163,142991.303425464,3286.20305187877,29313.515703429,419515.729761011,10433.4550354722,875073.675800661,45197.3400582132,3346.8339886831,126482.691891112,195550.39496104,48140.225610945,348020.390752285,85506.9116232165,42878.7795405019,9327.30920082704,112170.0308537,283242.331860262,423696.074249852,28802.4247449634,165196.273494879,73520.8219998349,29579.9377985148,184863.962381173,212693.210848441,14774.7099803521,128128.031291334,129749.242580733,5018.5951703418,387377.712442237,82451.9425538543,435100.818111479,225107.423507082,105887.945589175,358332.814380238,211033.078420717,256152.928889711,33545.3459755226,17225.3133215481,90364.2891059911,55225.792343684,347034.235149121,90270.6841674403,298966.438207264,66326.517902645,14877.6824760669,86921.2547231986,245692.179536921,9773.21767296126,92877.858154245,10006.3897294203,67742.251809422,516413.837834505,247316.723728137,115839.705140128,118655.611512046,41186.6583732383,105150.078733502,232495.977658571,21249.3670410063,32938.0782605825,174501.528840782,182839.401749339,60612.0611099337,36331.1838736852,261384.790034914,320526.586367525,15619.94000046,7445.19045306735,67185.5863890633,83520.3013787301,117158.641055477,455098.429710298,312853.326902164,9178.92564439943,84260.4195366322,204127.643492832,218228.269136263,308606.423035751,105182.541459459,92172.5719743275,137393.274979301,165714.404726192,148010.29260167,15156.7968949381,39734.152837726,53752.6392859086,33581.4131604386,68972.5658999116,213479.450268484,91509.8549525209,224692.712021859,62679.1594039308,570336.156296221
"Tryptophan",16651.4047154139,26365.335428794,9660.19285649953,26245.4862246102,3438.33003732611,14492.5984962262,26015.308996733,6556.32688097126,22160.6757537102,7633.33124726086,48874.022267768,22412.7016698208,8626.82204294453,3826.48643380606,30268.562053482,6163.50554570672,2660.05337780044,4197.91151060704,15070.8911174177,18455.1565096403,17209.5221001052,6521.0750081348,49743.4428790638,43033.7568799228,4051.58330871182,41317.6892143786,14777.5348633149,3603.31241506905,32124.7202078944,44254.4252942199,2840.8629774154,11093.5389957383,19936.3982242847,25342.4227652476,26668.2978421979,36764.2063827489,20844.302871453,24293.8221052448,30125.79204593,2363.25225145875,5271.27041220421,37879.6360759112,4236.803452785,58343.8176541482,11021.0381040114,39185.271497609,26528.8950695314,25203.2411236934,16660.1103207666,17518.8609829052,3691.21191238499,780.119759438856,11500.7204013615,18967.2381584903,22647.4759796743,32736.2913822368,28109.8141311245,11853.4607129793,21448.5263052578,26624.9999940698,19186.3736405876,14860.7346662808,2823.36580583585,30730.7255046656,6949.01847924498,35271.1682119802,10006.6885427512,16236.3748167859,28455.168026499,9414.3592818982,8725.19612940124,1284.09294629575,34873.0571308106,99346.9476948151,37875.626578206,5890.00119349285,2105.86547530041,25415.0547831093,6093.32123980174,33197.9699859503,16556.0245505115,24046.0892980444,20340.3411686297,19355.8679978001,22818.8831835651,8206.56042217465,3753.53934075701,14131.7783147617,16013.3297181677,14227.9848643829,926.924545687822,20594.4648311409,6441.06009629203,22399.8384118851,3046.7538011448,31649.2718181935
"N-Ac-Arginine",3984.5543473882,443.503922932174,8366.14763632392,612.586050827966,15456.5206819497,7907.06136087582,572.038892780305,5776.3684792393,1376.14374470493,5262.58957657503,368.836031875552,567.396105670483,407.202267110914,590.580875532875,764.186099642254,3988.37295550975,3228.06852552427,4200.02765581165,607.205566198856,880.30019917713,1136.32792657009,5835.78912086781,1184.39054425027,608.426648678901,6717.35001195838,2871.00782707174,4949.93030341581,9147.72864808633,1108.74982411892,1516.0272906293,6237.03258422281,1608.8750288121,587.551517623317,1274.16001065718,1686.90393547811,682.987906001543,NA,561.581495157125,508.112141111327,6172.21626218327,1864.92254911839,458.637731455834,831.339157811969,NA,255.236153631441,1005.75532903418,694.301180772954,6271.92684141977,NA,1049.96758714365,868.725126112283,739.421434068997,5873.67521219931,NA,1339.35408153051,499.045589733674,639.721877450827,4988.36603423569,657.103413172711,3549.08829112353,309.253643868088,3903.86672318875,21836.0985049228,2102.72331454562,483.737603091854,504.96084797943,7696.24240048057,894.342980470113,1230.3763989665,5056.80625743667,658.396760440249,10358.7383466984,759.345480962869,778.215794024783,696.091424359524,991.525486304985,992.687633144189,519.308728433389,478.305338830926,717.377787224559,671.129709333132,649.198373104776,665.627424143807,708.87443476207,1104.40036837247,6362.04494131052,1349.3914659112,9912.63364976656,775.723957754038,8219.39395750346,7505.07847158651,367.093932164262,2888.17987501143,NA,441.007879684847,NA
"Carnosine",1310.86053920176,1872.00164188558,1984.48987503985,2197.31480881164,1785.28392223693,1870.23526258992,2843.01197091106,1393.77913122677,3635.46395942251,356.15121753625,1122.74695605482,4278.9692803934,3575.16255394781,3259.93553875589,524.854312449153,1011.23695227511,838.719257674541,937.80760280727,1433.42541097435,2368.65834578961,3709.35951891652,1660.82824288674,5819.43638204582,3384.08735434883,1234.5916526138,778.779131380614,1216.63841051644,1477.63248720828,3839.2518855616,6021.63699745754,1183.56509258479,2216.23339934315,962.829149247965,2115.14370568706,1559.30485709157,2317.36294605531,944.751217807189,NA,1356.1497134465,1230.55718090557,938.006541057847,4583.99506288574,2999.84137246172,10758.8420068905,403.203128869682,9064.19981237084,1259.38735925248,787.06885618336,2492.88932799589,1038.11161015211,6703.85123759852,951.594056779905,1357.89535021393,1222.38442209641,811.543624667473,6044.76097949293,7586.77421347209,1021.89770099716,3155.15068914468,718.521171887279,1240.93623626293,1434.27024405775,2683.49188867562,1182.78086963834,346.641857272772,1984.51795464389,1344.25583891087,5874.60341551556,5444.31399430833,2688.37194105729,4471.06510479082,911.660307503531,3740.9577036891,13315.782781899,2913.73105204391,7115.38368488077,10657.1939552449,2930.56905260536,799.068288945288,5901.65353808417,5414.90830864678,1271.10480133436,2557.94470391111,4547.48843502426,1341.25950021029,922.800666431123,10100.3759408712,1850.34777422306,4855.16099601971,1385.89710903644,1124.77336375732,475.903856576054,1042.1082740908,6811.46074138464,1673.53230553497,1440.32414889934
"2'-Deoxycytidine",11449.6076519335,2103.11696712959,10268.1073397185,5735.5478619185,8656.98131581379,5231.78017210698,220976.69974622,2490.79827723519,516998.32034683,24102.9322478466,59772.7417322235,245468.586504896,2905.28349627997,63242.8180857495,8548.96293795387,13287.5798222535,8323.74085318825,9099.93166005185,5597.34754191319,31268.3161908609,2741.76509195564,52872.5923488898,3730.27813856018,73850.8611602328,3522.95846080859,1697.46355331354,23222.8484902497,6188.3625425403,60270.7482399151,273084.337826722,6868.29712102174,3059.61612718537,3692.73651397374,2911.5215511479,2695.62435789094,99269.8596013328,8793.67835054887,3294.52675362387,6390.99792089035,5273.26223075646,23029.2510362259,161755.653736608,120012.19266131,15111.3143636713,21645.0271405628,804025.442044041,2376.53787168679,57714.1564066823,1627.45372549619,5279.26356616042,186415.013182347,10780.5746300137,16315.9233218551,1614.83225720233,5858.38884592305,280160.299761112,45944.2423637118,18241.9253637491,124726.596552287,12840.7255506721,1129.22921204365,7737.48589573465,42645.3743489164,1889.35741072042,124447.788729274,42645.1701344267,9823.84927728496,205624.210562378,118965.414552465,6907.17864360065,5628.40346654142,14982.9521944343,41123.2015493497,333373.922003365,3049.59175943608,343492.854274119,106876.929792519,74075.5283726459,1992.45594823311,156056.677538171,482455.087189704,3542.589632392,3781.68476808172,130356.809762052,6496.83483970904,10587.0993073078,51817.4598033124,4536.20380617181,3995.70381784817,7145.43992101654,27856.293692229,70076.1414602225,32661.5567037617,106296.352168393,116203.499867963,3295.03877334465
"Cytidine",23426.719220892,17391.9186743453,33532.8667968455,40811.6939789017,44898.3579782656,11868.1949235071,92160.167429862,10405.9394341436,157302.195624616,25746.8562863111,27400.478550376,88509.9836475954,12342.1083963143,14133.5013057899,29312.6643996506,23727.9357825962,19239.6297896746,51379.0216456006,25098.7111583384,18841.3999964086,20115.6526757786,23358.1547121127,34715.0339072916,29813.053276232,19419.7710030826,26457.514679827,33481.2199129769,36860.0839785813,60363.019686701,113743.917949212,57820.0705175565,26243.1524149675,29566.7276623108,25131.0279639729,36068.2536204612,26938.0998754188,27096.4492617211,16134.0011964601,32962.442904872,36183.67853148,26104.2702249589,32997.0328129494,33568.7608827476,74582.5815887729,20479.1527214248,90028.7689177214,26267.2524407153,29419.1004343478,5062.12310581686,19552.9650325501,71499.0168771225,23805.7093506277,19536.3579514721,14434.3425731552,34153.6569967769,137746.197136847,37978.4351896844,15879.3607739928,39989.0276741498,14845.2517096453,12565.6582132728,7837.78260310918,40537.5237224716,21955.3318428089,48600.624132944,44665.0631170137,19310.8793993711,57690.8103957314,38525.101547152,15716.6438888978,30307.9028634924,16866.5325575013,57817.1466979722,176841.871116571,17168.4463667277,64877.8501454964,55869.245563229,42016.7327439971,7612.76390386981,47926.8785582538,117865.717659237,11518.94392662,27724.1460762469,50316.8767853501,33360.4537312445,28811.7811690801,66542.6491961682,12469.1725655068,19194.009118229,22581.6883443805,39850.0789439787,27022.2123178538,29999.4416380231,50431.8609138761,39806.0267885738,22493.0808495887
"Uridine",23216.0780031897,6204.08642825661,31584.1382430818,59078.4821986878,36271.28499074,11269.9229836427,30751.4279217375,11524.8485645122,46562.44615953,17914.1991205028,47158.1273551155,45648.1809895118,1857.28478680524,2763.41400745682,41182.9336045961,18732.6697291282,14475.6916116192,28039.995685899,44117.7754870104,9342.22853004601,6254.63376358505,27653.6050128992,65866.1243531804,30605.140448672,14696.0100207277,35215.5247135992,32820.3906793338,27054.6208252724,58585.8581579967,103105.000032952,29618.1155403118,29682.1689030621,36022.8680618303,10711.3996288265,42046.8694214468,24264.8337299006,13033.7080815771,4459.42629590951,13443.0639022837,18180.2536134105,18130.0056401849,18613.374512454,30608.3175194363,49968.9922710905,4775.96584341848,49438.3194143762,38986.0644602243,16205.4710267023,1566.40468623624,4402.49298780297,29613.8088364118,7518.58387966227,20256.660544652,13345.2097877061,46878.3112559469,49241.4070677408,30292.7949833887,10915.8410772349,28659.7595896096,12386.7481301088,3523.12247929751,9533.6584828863,31757.463380827,37005.6812656225,8185.06501134338,32170.4456061037,14745.3750762761,23844.9469634696,21624.8883463928,12014.8232166271,47179.0234695893,12746.1087669499,29467.7780681121,56608.2969568454,3476.06173950076,20971.9334409393,25446.7950210301,26221.6462948961,1494.2141472371,28953.4071866274,40856.3343150231,4574.36945678759,44589.1879079,24427.1435036717,11757.7644529456,18447.5825909826,35109.5000091901,19481.4107311423,6834.30326351265,26681.2457961336,30215.2423240703,4721.34187867521,22655.5578504328,42135.3915046033,25471.1573965325,13562.4097137632
"isoValerylcarnitine",63170.0582965823,1214571.91429539,142441.24661145,532074.334939927,199741.772994891,78783.7632686364,185736.047294653,136179.18708667,304385.481133391,60393.5799164902,1631445.95859696,312570.791924251,1917295.32458291,549938.43488899,593714.735650511,38806.8315141594,13689.9303527155,70149.8957890858,279535.154647784,520010.801710003,973675.947948315,39556.8285139003,999732.89853094,1077607.12948414,37509.0192104085,529057.731556236,40090.9470213725,60177.5591090656,959574.002169808,1028476.250874,107149.15092129,388091.822630348,661315.982619493,524110.869473373,3046707.73424599,284151.540268935,435437.6934824,440081.234022317,2438614.00389708,24251.8393304358,89953.6096780872,620173.223242588,560742.986003092,5200472.73032859,216722.876898128,483233.048780243,1831180.18260877,73783.4856902504,1302087.46365075,675317.930178847,789278.589744825,348703.571251842,33036.9932463893,402829.294573369,642984.945619986,329863.880141791,335796.895243738,39004.8977956387,446877.940055198,24745.0906325299,1427142.79841805,200717.757689783,493169.705112386,388022.842493519,438617.473460201,129618.225398002,75554.8296826953,629300.00110248,377632.10254859,78034.655962153,1615549.4855531,73446.7240622714,412487.463404837,908365.132586439,295314.189825086,325268.456571929,1322790.50425836,408261.992457651,267785.912901437,490717.795864236,180278.796208567,471274.008146923,2192996.59377134,543568.73661896,1068133.96853892,87822.4760081734,1010104.78797585,52318.4315512125,2574594.84926722,121338.471683094,96964.079451822,242235.966036971,105613.629025927,307586.105037874,405751.608020925,933761.505242338
"Glycerophosphocholine",1403411.62236172,61104.6554551296,1809245.30125246,134525.167620755,2444315.58714145,2465973.71340252,323855.248419621,1139159.48923766,170622.164218317,705991.348045099,166716.927990084,290990.170384328,135468.594885476,57029.4244531605,117884.229392626,706151.296795689,705386.416213954,775931.599158902,69595.4402689246,115616.681916203,88864.7658540928,727195.435606259,269439.55457997,523273.70624932,1220532.52243032,155622.336860351,991453.536205751,1017988.32582841,160557.740229499,470382.451047042,1259695.80952132,188056.991983267,83115.010287244,233269.553642421,325527.907823484,144406.680286037,193016.430708624,38106.7329042305,117721.989859496,1388319.55803841,1176527.38706916,365628.472330437,371841.777475509,198333.909487188,15130.0824852131,285805.300494288,111539.316755012,72298.4676935745,51148.0086396277,129217.272050448,629620.236479687,54104.8833262179,491522.564675383,62657.3324135931,186969.048985537,857925.10264893,130506.840525115,571302.058747585,221325.509841653,784040.738427566,77181.3739225712,1786017.79092501,150780.907376494,113721.15341995,27625.9666310324,146203.539865269,2171182.86560776,540119.73787557,293767.977868685,2306446.45574179,97534.5970324845,1427724.82332973,231389.399506666,375624.493853999,105637.529579938,444998.954858886,1191260.89949951,229893.075927906,71809.8428308291,599768.379818541,311116.813231719,131811.941053664,77984.5317557405,438512.445776005,69886.0843838074,1898087.04079165,392783.608211961,986221.272296155,67369.7599806384,1963289.63561435,1383955.71646412,165018.567006302,643299.71537917,829106.635809128,553041.237856176,141775.236717524
"5-Methylcytidine",1239.60915040449,393.144365970408,2034.35607266418,622.861662456091,7802.67168732266,1057.0370277399,3540.57302061414,1092.94501225984,3818.50394354439,1005.21171782914,2991.00461570124,3826.17551341292,431.949207674235,505.87129184631,1377.9082341482,614.21036972603,541.305258433901,2319.72075585366,1009.50304548977,718.280867894608,478.03668500707,1676.5227416728,390.672867515688,1352.81370318095,835.393941570221,NA,915.811154831873,459.881506213422,2488.7025655211,3951.09029368807,6251.27917454877,NA,788.440289451107,NA,505.06382439535,1818.29624569786,427.795262325857,613.285224933743,702.924356183511,508.023420810632,701.162396268798,2269.91935939838,2139.53602109435,1806.13448262364,732.185142450093,1345.1524092531,529.240212259314,647.837603221932,384.780687396535,NA,4828.68771411348,1150.50359292429,505.933961398481,1050.26374619189,335.026173154479,4154.17205433453,2642.87808715819,763.201017377313,1937.03146315239,374.118574494636,197.450523284605,603.746012186635,1621.38419965649,487.340251201661,1221.16906596517,2131.44572415246,969.70261889767,2269.13336236308,1514.358858853,1446.53089837344,1240.32796982765,1104.89611498733,3041.41994883993,7364.95554746852,307.025130734644,3250.37851326699,2754.41857546042,2764.22681119199,482.206538726069,4062.65811671883,2467.50853992588,1367.22900620258,766.125408148276,3396.4120837096,1219.198406754,1101.85144352283,3984.22632039404,688.392999244228,682.460614927776,820.127750056658,1135.81539610876,484.738985559834,1333.89183592573,3079.39049232262,1546.75343894439,NA
