"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"ACR.139.TP1"	"ACR.139.TP2"	"ACR.139.TP3"	"ACR.139.TP4"	"ACR.145.TP1"	"ACR.145.TP2"	"ACR.145.TP3"	"ACR.145.TP4"	"ACR.150.TP1"	"ACR.150.TP2"	"ACR.150.TP3"	"ACR.150.TP4"	"ACR.173.TP1"	"ACR.173.TP2"	"ACR.173.TP3"	"ACR.173.TP4"	"ACR.186.TP1"	"ACR.186.TP2"	"ACR.186.TP3"	"ACR.186.TP4"	"ACR.225.TP1"	"ACR.225.TP2"	"ACR.225.TP3"	"ACR.225.TP4"	"ACR.229.TP1"	"ACR.229.TP2"	"ACR.229.TP3"	"ACR.229.TP4"	"ACR.237.TP1"	"ACR.237.TP2"	"ACR.237.TP3"	"ACR.237.TP4"	"ACR.244.TP1"	"ACR.244.TP2"	"ACR.244.TP3"	"ACR.244.TP4"	"ACR.265.TP1"	"ACR.265.TP2"	"ACR.265.TP3"	"ACR.265.TP4"
"lncRNA_38155"	"ptg000001l"	" 1334818"	"22680624"	"+"	"  3113"	"    39.00"	"    82.00"	"     6.67"	"    14.41"	"   87.00"	"    28.00"	"    17.00"	"    31.00"	"  1278.00"	"    26.33"	"   65.00"	"    27.00"	"   26.00"	"   104.17"	"    45.00"	"   76.00"	"    8.40"	"    85.00"	"     6.96"	"   39.00"	"     0.00"	"   644.00"	"   262.00"	"     5.33"	"    68.67"	"    27.00"	"     5.00"	"  150.00"	"    4.67"	"    52.00"	"  1277.00"	"   282.00"	"    1.83"	"    16.00"	"   179.00"	"    14.67"	"  327.00"	"   211.67"	"   134.00"	"     0.00"
"lncRNA_38157"	"ptg000047l"	"14807080"	"30964409"	"+"	"  3103"	"    34.50"	"    27.92"	"    13.83"	"    51.00"	"   72.00"	"    29.75"	"    77.50"	"   547.00"	"    47.55"	"   160.23"	"   14.03"	"    94.49"	"   24.50"	"    10.00"	"   173.50"	"   46.60"	"   13.17"	"    29.00"	"  4015.00"	"    2.00"	"    97.00"	"    11.33"	"    14.08"	"    17.75"	"    97.05"	"    61.50"	"    59.33"	"   87.83"	"   44.60"	"   176.50"	"    39.40"	"   152.50"	"    9.00"	"   147.00"	"    31.00"	"     0.95"	"  307.00"	"    16.17"	"     4.00"	"   106.00"
"lncRNA_38159"	"ntLink_6"	"  834084"	" 7899141"	"+"	"  1571"	"    11.50"	"     1.67"	"    55.50"	"    12.92"	"  127.00"	"    31.00"	"    11.17"	"    13.00"	"   214.00"	"   647.00"	" 2263.00"	"   121.00"	"    6.00"	"    22.93"	"   117.00"	"  178.00"	"  393.00"	"   113.11"	"   140.00"	" 3949.67"	"    33.00"	"   114.61"	"   509.00"	"    12.00"	"    58.50"	"    18.00"	"  1854.00"	"   35.00"	"   38.83"	"    20.00"	"   130.00"	"    27.59"	"   82.43"	"    72.00"	"   166.75"	"    29.00"	"   33.83"	"   323.67"	"  1339.50"	"    19.00"
"lncRNA_38160"	"ptg000008l"	" 5595671"	" 1298020"	"+"	" 10369"	"    30.00"	"    33.67"	"    36.30"	"   108.67"	"   47.00"	"    10.25"	"   102.71"	"   255.00"	"    63.00"	"     8.00"	"  166.33"	"   763.00"	"  169.72"	"   142.17"	"    23.67"	"   35.83"	"    6.32"	"   108.72"	"   176.00"	"    4.95"	"    13.00"	"    66.00"	"  1846.00"	"     8.92"	"    47.30"	"     1.00"	"    14.00"	"   14.00"	"   38.00"	"    72.00"	"    65.00"	"     0.00"	"   95.42"	"    32.50"	"     1.30"	"  1649.36"	"  110.00"	"    28.33"	"    68.90"	"    45.50"
"lncRNA_38161"	"ptg000001l"	"38329782"	"22775746"	"+"	"  2817"	"   319.00"	"     2.00"	"     5.67"	"    25.67"	"   39.00"	"    11.00"	"    68.25"	"   504.75"	"    27.82"	"    33.00"	"   31.35"	"    51.33"	"   57.43"	"    18.81"	"    31.33"	"   58.42"	"   23.96"	"    53.62"	"    24.83"	"   24.00"	"   283.50"	"   216.08"	"    26.00"	"    35.67"	"    45.25"	"   121.79"	"    41.00"	"    0.00"	"   11.50"	"    76.00"	"    67.23"	"    68.00"	"  177.33"	"    16.50"	"   458.50"	"    18.00"	"   83.84"	"   379.75"	"   107.97"	"     0.00"
"lncRNA_38162"	"ptg000015l"	"  609372"	"12069900"	"+"	"  2309"	"   543.00"	"     8.00"	"  1121.00"	"    85.00"	"  570.66"	"    67.00"	"     0.00"	"    29.00"	"    49.12"	"    94.00"	"    9.17"	"    67.33"	"   47.00"	"     5.75"	"    17.00"	"   84.50"	"    0.00"	"    55.50"	"    41.00"	"    6.00"	"    35.90"	"    61.00"	"   189.00"	"    50.77"	"    81.00"	"    36.90"	"   246.00"	" 2251.50"	" 1229.00"	"  1279.20"	"     0.00"	"   437.99"	"  197.00"	"     0.00"	"    70.00"	"    14.00"	"  269.80"	"   154.00"	"    39.00"	"    25.08"
"lncRNA_38163"	"ntLink_8"	" 1425839"	"19573449"	"+"	" 55649"	"   270.00"	"    39.00"	"     6.00"	"     7.50"	"   46.00"	"     2.00"	"    21.00"	"    57.00"	"    18.43"	"     6.00"	"   14.50"	"   162.42"	"  209.28"	"   223.00"	"     4.00"	"  107.97"	"    3.00"	"   160.00"	"    31.00"	"  447.49"	"     3.00"	"   148.50"	"   724.66"	"    12.00"	"    17.92"	"    17.62"	"     8.00"	"   44.67"	"   20.00"	"    22.00"	"    11.30"	"   276.00"	"   32.00"	"   717.91"	"   402.00"	"     3.00"	"  313.66"	"    90.00"	"   332.00"	"     5.23"
"lncRNA_38165"	"ptg000020l"	"17887130"	" 4492603"	"+"	"  3794"	"   130.67"	"   178.20"	"   128.00"	"   141.00"	" 1425.33"	"   319.00"	"   198.00"	"     0.00"	"     2.44"	"     4.60"	"  816.33"	"    77.12"	"   13.14"	"    43.00"	"   121.89"	"   44.18"	"   31.00"	"   742.33"	"    67.00"	"  139.50"	"    69.00"	"   432.58"	"    21.40"	"  3815.11"	"   252.00"	"    22.00"	"    11.00"	"  203.33"	" 5343.00"	"    27.73"	"     8.57"	"    33.00"	"   20.00"	"   108.42"	"   109.33"	"     6.83"	" 1870.00"	"    25.25"	"   135.00"	"   539.00"
"lncRNA_38168"	"ptg000025l"	" 2206524"	" 9158011"	"+"	"  4756"	"    10.00"	"    19.36"	"     7.00"	"    12.50"	"  182.00"	"    18.00"	"     0.00"	"   595.00"	"     1.00"	"    45.00"	"  114.24"	"  6238.49"	"   11.00"	"  3045.75"	"    72.33"	"   72.00"	"  211.00"	"    29.00"	"  1259.18"	"    5.00"	"    89.33"	"    89.00"	"    25.00"	"    24.00"	"     1.00"	"    55.29"	"   414.10"	"   18.58"	"    3.00"	" 10663.25"	"    16.67"	"   357.50"	"    0.00"	"    40.00"	"   450.50"	"    54.75"	"  531.96"	"   922.00"	"   521.27"	"    95.81"
"lncRNA_38172"	"ptg000022l"	"12560886"	" 3838244"	"+"	"  2557"	"    88.00"	"    19.00"	"   282.24"	"    62.26"	"  571.17"	"    34.53"	"   249.00"	"   638.00"	"    20.33"	"     2.00"	"  912.50"	"   278.66"	"   33.42"	"     0.14"	"    14.00"	" 1594.50"	"    0.00"	"   349.00"	"    18.00"	"   12.00"	"     0.00"	"  6069.00"	"    15.00"	"   238.00"	"    68.00"	"    40.43"	"    31.50"	"   40.58"	"   20.00"	"    36.33"	"  1376.00"	"    93.00"	"  399.00"	"   484.50"	"   191.83"	"   110.00"	"    6.00"	"    13.00"	"   131.00"	"    11.72"
"lncRNA_38173"	"ptg000011l"	" 8588821"	" 3790077"	"+"	"  2042"	"    42.67"	"    24.76"	"   490.00"	"   117.23"	"  271.00"	"    67.00"	"    39.50"	"    23.00"	"    11.00"	"   884.00"	"   27.00"	"     2.00"	"  117.00"	"   242.17"	"    58.00"	"  119.00"	"    0.00"	"  1462.50"	"     2.00"	"   52.00"	"     0.00"	"   150.33"	"    72.75"	"     0.00"	"    23.50"	"    16.74"	"    36.60"	"   16.00"	" 4719.38"	"    38.75"	"    70.50"	"     0.00"	"   27.37"	"   353.50"	"   248.83"	"   590.33"	"   77.01"	"    41.92"	"    78.50"	"     2.33"
"lncRNA_38174"	"ntLink_6"	"  805363"	" 4670643"	"+"	"  4031"	"     6.00"	"   203.00"	"    11.00"	"    17.05"	"   26.00"	"    24.33"	"   202.82"	"     3.00"	"    13.00"	"     2.00"	"   37.00"	"     6.50"	"  237.00"	"     9.00"	"    12.98"	"   10.00"	"   19.07"	"    55.00"	"    33.83"	"   55.00"	"    19.00"	"    58.00"	"    25.40"	"    17.49"	"    20.50"	"    25.21"	"    92.40"	"   37.00"	"  394.00"	"    79.79"	"   238.00"	"   189.55"	"    0.00"	"     6.00"	"    59.65"	"     0.00"	"  128.00"	"     2.00"	"     8.85"	"     1.33"
"lncRNA_38175"	"ptg000025l"	" 3452286"	"10674168"	"+"	" 24316"	"    97.00"	"   245.00"	"   168.69"	"     3.00"	"   59.39"	"     9.83"	"    82.00"	"   226.83"	"    21.00"	"   367.00"	"  581.00"	"   318.00"	" 1673.00"	"    17.72"	"     0.00"	"   21.00"	"    7.00"	"   434.33"	"    20.25"	" 1056.00"	"    29.00"	"    75.83"	"     3.33"	"    35.75"	"   217.00"	"    17.50"	"    54.45"	"    1.75"	"   26.00"	"    25.00"	"    69.60"	"    28.00"	"   18.00"	"   556.00"	"    85.00"	"   581.67"	"   20.67"	"    34.00"	"   119.92"	"   127.10"
"lncRNA_38176"	"ptg000027l"	"11554472"	" 3893218"	"+"	"   535"	"   297.50"	"  1585.00"	"    27.00"	"   411.00"	"  224.50"	"    12.46"	"   111.00"	"     7.33"	"     2.50"	"   138.98"	"   59.50"	"   214.26"	" 1299.50"	"     0.00"	"     8.00"	"   25.00"	" 1605.93"	"     2.25"	"    13.83"	"   27.25"	"   106.75"	"    16.00"	"    10.17"	"    14.00"	"   106.00"	"     7.00"	"    26.25"	"   22.25"	"  317.76"	"    23.00"	"    21.00"	"   316.00"	"   16.67"	"    70.00"	"    51.58"	"    62.25"	"  124.00"	"    84.00"	"   263.61"	"  2302.67"
"lncRNA_38177"	"ptg000007l"	"29230946"	"  464206"	"+"	"  5373"	"   183.00"	"     5.00"	"     7.50"	"   159.00"	"   13.22"	"   347.00"	"    73.08"	"    10.00"	"   334.50"	"    42.46"	"   57.00"	"    52.00"	"   30.00"	"    38.00"	"    35.00"	"   26.50"	"   15.50"	"     5.67"	"     4.33"	"  925.00"	"   353.00"	"   162.00"	"    29.00"	"     7.68"	"    99.17"	"  5622.00"	"   121.75"	"  668.50"	"    1.20"	"    44.00"	"     6.17"	"     8.55"	"   10.00"	"   361.50"	"    23.00"	"    53.00"	"  174.00"	"    43.68"	"   190.00"	"    20.00"
"lncRNA_38180"	"ptg000022l"	" 4148847"	"16946697"	"+"	"  2171"	"   479.99"	"    21.00"	"    76.07"	"    50.83"	"  266.78"	"    16.00"	"   330.00"	"    40.75"	"    28.00"	"    56.96"	"  342.00"	"   164.00"	"   35.80"	"   235.00"	"     6.75"	"  119.62"	"   32.00"	"   113.00"	"    31.50"	"  288.91"	"     0.00"	"    60.00"	"    41.55"	"  1027.00"	"    24.72"	"   140.53"	"    11.26"	"   36.00"	"  179.33"	"    13.00"	"   114.00"	"    62.00"	"   35.00"	"    40.00"	"    81.85"	"    59.67"	"  637.49"	"    20.40"	"   147.78"	"   674.82"
"lncRNA_38182"	"ptg000009l"	" 9010530"	"34825126"	"+"	"  5062"	"   258.00"	"     6.50"	"     0.00"	"   191.46"	"   44.55"	"    59.25"	"    34.00"	"    19.40"	"   112.00"	"    11.85"	"   76.60"	"   271.51"	"   13.50"	"   238.50"	"    57.33"	"   20.00"	"    0.00"	"    24.11"	"    19.00"	"   66.67"	"     2.83"	"    28.00"	"  1097.50"	"    62.00"	"   164.00"	"    65.12"	"    57.50"	"  482.00"	"    0.00"	"     1.45"	"  2932.00"	"   732.17"	"  110.67"	"   912.00"	"    36.19"	"   704.00"	"    8.88"	"    12.00"	"  8778.00"	"     9.33"
"lncRNA_38183"	"ptg000023l"	"  548286"	"33082817"	"+"	" 13732"	"   179.00"	"   100.08"	"    13.17"	"   520.50"	"   26.00"	"   268.70"	"    20.00"	"    18.40"	"  2246.00"	"    27.00"	"   53.50"	"   122.06"	"  142.00"	"   275.66"	"   306.00"	"    9.18"	"  232.00"	"    24.97"	"    27.00"	"    5.00"	"    12.83"	"    92.00"	"    34.00"	"    20.33"	"     0.00"	"    41.50"	"    17.00"	"   34.00"	"  113.00"	"    20.25"	"    39.50"	"    29.73"	"   49.42"	"  1746.00"	"   112.00"	"    22.00"	"  235.00"	"    56.75"	"     4.00"	"    49.00"
"lncRNA_38184"	"ptg000026l"	" 4367780"	" 6176557"	"+"	" 18608"	"    38.00"	"     0.00"	"   257.15"	"     6.00"	"  165.00"	"    18.45"	"  2984.62"	"    14.00"	"   301.00"	"   176.00"	"   12.00"	"   453.00"	"   69.00"	"    39.50"	"    87.00"	"    0.00"	"    9.37"	"    43.25"	"   726.50"	"  135.50"	"    53.00"	"    18.00"	"    18.93"	"    52.77"	"    85.61"	"     6.33"	"   364.83"	"   10.59"	" 3864.50"	"     9.55"	"    13.86"	"    60.67"	"   17.50"	"    24.00"	"    87.57"	"   105.00"	"   43.83"	"    58.50"	"    18.00"	"    55.00"
"lncRNA_38186"	"ptg000016l"	" 9060084"	" 1125578"	"+"	"  1125"	"   181.00"	"    86.05"	"    15.00"	"    27.17"	"  151.00"	"    10.00"	"    46.00"	"    39.36"	"   132.57"	"    10.81"	"   37.12"	"    80.50"	"   84.00"	"    15.89"	"   679.00"	"   15.60"	"    0.00"	"   458.00"	"    18.42"	"   97.50"	"     0.00"	"    20.67"	"   111.00"	"    17.00"	"   169.80"	"    60.42"	"    77.92"	"  465.00"	"   13.60"	"    22.00"	"    53.04"	"    11.50"	"   29.02"	"    64.67"	"   114.00"	"     2.00"	" 1012.50"	"    85.67"	"   105.50"	"     0.00"
"lncRNA_38187"	"ptg000004l"	"10340280"	" 2862141"	"+"	"  1965"	"   474.01"	"    55.00"	"    11.00"	"  9575.00"	"   13.00"	"    52.58"	"    17.17"	"     8.00"	"    31.05"	"    25.00"	"   94.00"	"   175.70"	"  234.83"	"     6.00"	"    26.28"	"  110.00"	"  127.00"	"    26.00"	"    23.94"	"    5.33"	"   130.00"	"    17.27"	"    12.00"	"  4382.00"	"    13.91"	"     3.00"	"    28.25"	"   38.00"	"   14.00"	"    46.00"	"   113.17"	"    20.50"	"   50.00"	"   233.00"	"  1985.50"	"    66.52"	"  154.04"	"    32.50"	"    87.40"	"    24.00"
"lncRNA_38189"	"ptg000009l"	"10551405"	" 2256258"	"+"	"  2648"	"    89.50"	"   695.50"	"    23.60"	"    14.67"	"   24.00"	"    56.00"	"    62.00"	"    59.00"	"   533.00"	"     6.00"	"   28.83"	"   546.00"	"  943.00"	" 23237.00"	"    13.00"	"   12.50"	"    0.00"	"     8.81"	"     6.05"	"   16.53"	"   536.00"	"    28.80"	"    59.48"	"   769.25"	"    50.09"	"     1.00"	"    46.40"	"   82.20"	"  183.42"	"    17.67"	"   197.36"	"    38.52"	"   20.00"	"   291.26"	"    86.67"	"    49.14"	"    0.00"	"   421.66"	"    71.03"	"  1918.00"
"lncRNA_38190"	"ntLink_8"	" 4036315"	"13697409"	"+"	"  2716"	"   654.17"	"     1.30"	"   124.07"	"    31.00"	"    2.50"	"  1411.19"	"    22.51"	"   295.50"	"    17.00"	"   115.58"	"   94.38"	"   106.70"	"   73.67"	"    93.00"	"    13.50"	"   93.28"	"    0.00"	"    10.88"	"     0.40"	"  151.00"	"     3.14"	"    21.31"	"    12.50"	"     8.17"	"     7.26"	"   654.95"	"    16.02"	"    0.00"	"    2.75"	"    24.00"	"    19.00"	"     2.67"	"    0.00"	"   266.00"	"   275.00"	"     8.00"	"   15.22"	"   540.00"	"    17.00"	"     9.33"
"lncRNA_38191"	"ntLink_8"	"18522479"	"16924234"	"+"	"  4064"	"    12.58"	"   165.50"	"    26.56"	"   143.00"	"   61.00"	"     4.00"	"    22.40"	"   162.42"	"  2777.00"	"    15.89"	"    8.00"	"    16.00"	"   58.05"	"  2668.17"	"    71.50"	"    6.00"	"  149.00"	"    37.00"	"    45.67"	"  102.00"	"     6.00"	"   115.00"	"   128.50"	"    22.00"	"    89.50"	"    83.50"	"    57.00"	"  131.90"	"   63.80"	"   559.67"	"    19.00"	"    77.00"	"    7.05"	"    97.68"	"  1073.00"	"   819.65"	"   53.00"	"     8.00"	"   192.42"	"     0.50"
"lncRNA_38193"	"ptg000020l"	" 2469912"	" 5214970"	"+"	" 66096"	"    49.00"	"   186.00"	"    39.67"	"    34.82"	"  186.00"	"    76.00"	"    10.12"	"   120.08"	"   341.50"	"     8.11"	"  690.32"	"    21.00"	"   18.60"	"    89.58"	"     4.00"	"   33.00"	"   39.00"	"   272.00"	"    30.00"	"  786.00"	"    37.33"	"    69.00"	"    41.00"	"    19.00"	"    39.75"	"    54.58"	"    39.33"	"   77.83"	"   25.88"	"   174.96"	"   125.35"	"     7.00"	"  243.16"	"    22.00"	"    39.50"	"   585.50"	"    0.00"	"     1.00"	"  1161.33"	"   124.00"
"lncRNA_38194"	"ptg000007l"	"13219154"	" 2365227"	"+"	"  3457"	"  4041.00"	"   376.00"	"    25.38"	"   201.00"	"   84.06"	"    20.00"	"    19.67"	"   114.51"	"    20.00"	"     0.00"	"  102.00"	"    21.17"	"  287.00"	"    81.17"	"   377.00"	"   31.75"	"    0.00"	"     2.00"	"     7.59"	" 2923.00"	"    40.67"	"   219.00"	"    55.02"	"   105.75"	"    26.00"	"   341.20"	"    85.00"	"   22.88"	"    0.00"	"   475.00"	"    71.00"	"    23.81"	"   28.83"	"   161.66"	"    12.33"	"  9081.40"	"  165.68"	"   433.83"	"    82.00"	"    12.29"
"lncRNA_38195"	"ptg000027l"	"17994737"	"14547472"	"+"	"   717"	"  1927.00"	"  1043.20"	"   368.00"	"     9.00"	"  384.00"	"     3.50"	"   301.00"	"    78.25"	"   162.00"	"   151.00"	"   75.50"	"    28.00"	"    9.04"	"    43.00"	"    18.75"	"   12.00"	"    6.22"	"    13.00"	"    27.67"	"   25.00"	"    96.50"	"     0.00"	"   165.14"	"    71.00"	"  5389.00"	"    40.00"	"    78.83"	"  153.00"	"  167.00"	"    12.50"	"    94.00"	"     2.50"	"   33.00"	"   133.00"	"  2177.46"	"    73.00"	"  465.00"	"    45.44"	"   235.21"	"    17.00"
"lncRNA_38196"	"ptg000035l"	"41565041"	" 5392333"	"+"	"  4565"	"    61.50"	"     2.00"	"    76.50"	"    30.83"	"   21.20"	"    71.97"	"     4.00"	"    35.00"	"   160.00"	"    64.00"	"   61.20"	"   440.00"	"   59.00"	"    45.00"	"     9.00"	"   79.00"	"   14.36"	"     2.06"	"    23.82"	"    9.13"	"    81.00"	"   144.00"	"    36.92"	"     8.00"	"    80.00"	"   261.83"	"    41.00"	"   29.83"	"  128.00"	"   187.50"	"    53.90"	"     5.40"	"    0.00"	"    96.83"	"    49.00"	"    18.67"	"   17.60"	"    54.67"	"    40.67"	"  1213.12"
"lncRNA_38197"	"ptg000035l"	"31479220"	" 8736252"	"+"	"  3994"	"     6.67"	"   117.81"	"    33.00"	"   257.50"	"  749.00"	"   184.50"	" 14968.25"	"   147.15"	"     0.33"	"   304.39"	"   12.00"	"    19.17"	"   96.50"	"   230.26"	"    28.43"	"  138.00"	"    9.00"	"     3.83"	"    10.00"	"   86.67"	"    35.62"	"447125.00"	"    51.00"	"    16.00"	"   381.16"	"    67.41"	"     4.00"	"  134.00"	"  806.00"	"     8.00"	"    20.67"	"   138.05"	"  914.31"	"   475.00"	"   112.00"	"    67.02"	"   51.67"	"     2.00"	"    26.00"	"    17.33"
"lncRNA_38198"	"ntLink_8"	" 1141581"	"32439099"	"+"	"  3808"	"  2195.00"	"    59.50"	"    76.00"	"  2921.00"	"   13.75"	"     8.40"	"     4.00"	"     0.00"	"   759.76"	"    25.50"	" 5141.75"	"     3.84"	"   56.61"	"   434.00"	"    80.00"	"   39.00"	"  272.00"	"     8.43"	"     7.96"	"  149.00"	"    91.91"	"    66.29"	"   249.32"	"    14.00"	"    24.00"	"     7.00"	"    56.00"	"  196.00"	"   35.00"	"    85.00"	"    20.00"	"    21.34"	"    0.00"	"   119.00"	"    25.50"	"     4.00"	"    0.00"	"   164.77"	"    46.60"	"    92.50"
"lncRNA_38199"	"ptg000031l"	"   98688"	"16131519"	"+"	"  1404"	"   414.50"	"    10.75"	"   429.00"	"     6.00"	" 2203.50"	"    60.00"	"     0.00"	"   101.22"	"     8.00"	"    14.50"	"    5.00"	"  7874.45"	"   46.00"	"   122.75"	"     0.00"	"   14.00"	"   42.00"	"   266.67"	"    85.72"	"   13.00"	"  2163.00"	"  4317.00"	"    36.00"	"    90.67"	"    13.00"	"    39.00"	"    13.48"	"   10.12"	"   16.00"	"   170.62"	"    49.00"	"   144.50"	"    8.12"	"    53.50"	"  1236.96"	"   105.50"	"    3.90"	"   155.28"	"   431.99"	"   776.00"
"lncRNA_38202"	"ptg000022l"	" 9544870"	" 4481985"	"+"	"  1840"	"    21.50"	"     0.00"	"    13.98"	"  3949.03"	"   58.00"	"   149.00"	"    85.98"	"     8.37"	"    22.50"	"    12.39"	"   12.00"	"    40.00"	"   10.00"	"     4.00"	"   380.00"	"   20.00"	"  292.83"	"   150.00"	"    15.00"	"   24.63"	"    58.00"	"     9.50"	"   625.33"	"    14.33"	"   231.00"	"   154.50"	"    72.00"	"    6.00"	"   14.00"	"   543.85"	"   309.46"	"    22.90"	"  104.95"	"    24.17"	"   399.00"	"   365.00"	"   68.00"	"    31.87"	"   592.62"	"    65.47"
"lncRNA_38203"	"ptg000023l"	" 3088342"	" 2402669"	"+"	"   495"	"    42.00"	"   136.00"	"   147.45"	"   153.00"	"  618.00"	"    33.85"	"    64.50"	"    53.80"	"   117.42"	"    64.00"	"   17.33"	"    27.17"	"   43.00"	"     4.33"	"     1.00"	"    0.00"	"   10.00"	"     8.00"	"    20.40"	"  316.00"	"    12.00"	"    46.00"	"    10.00"	"  2362.00"	"     0.00"	"    31.00"	"    20.67"	"    0.00"	" 1824.00"	"    39.80"	"    42.50"	"     4.43"	"    4.00"	"   239.00"	"   693.00"	"     5.00"	"    4.00"	"   475.00"	"    39.00"	"   420.50"
"lncRNA_38212"	"ptg000023l"	" 1583139"	"11256640"	"+"	"  1641"	"    44.05"	"    57.00"	"    57.00"	"     4.67"	"  190.00"	"    11.62"	"   274.33"	"    45.40"	"   103.00"	"    48.00"	"   91.30"	"    12.96"	"    0.00"	"    74.22"	"     4.87"	"   37.00"	"   44.10"	"    47.33"	"   237.84"	"   20.00"	"     0.00"	"    61.00"	"    40.00"	"   540.92"	"   208.73"	"  1252.75"	"    34.61"	"  166.00"	"  267.00"	"   263.50"	"    24.26"	"    97.00"	"    8.00"	"    69.00"	"    13.00"	"   368.83"	"    0.00"	"  3205.00"	"    62.60"	"   833.00"
"lncRNA_38214"	"ptg000036l"	" 1668485"	"16702679"	"+"	"  1245"	"    10.00"	"   584.00"	"    40.27"	"   284.25"	"   53.31"	"    24.00"	"    49.50"	"     0.00"	"   146.00"	"   171.17"	"    2.92"	"    46.60"	"   73.67"	"    26.15"	"    16.33"	"  108.00"	" 2661.96"	"     1.00"	"     0.00"	"    2.50"	"    78.33"	"   119.00"	"    12.00"	"    37.52"	"   249.50"	"    32.25"	"    57.50"	"  191.46"	" 3526.00"	"    40.00"	"    12.97"	"    88.00"	"   63.50"	"    67.86"	"   177.67"	"     4.06"	"   75.75"	"    13.48"	"   344.33"	"   208.05"
"lncRNA_38215"	"ptg000023l"	" 5937501"	" 4896322"	"+"	"   819"	"    79.00"	"    21.00"	"    10.00"	"   598.50"	" 1310.00"	"   233.56"	"  1101.36"	"    57.12"	"    49.00"	"    95.52"	"  114.00"	"   249.00"	"   32.00"	"     1.00"	"   243.67"	"    4.50"	"  146.50"	"    49.00"	"   119.00"	"   28.59"	"    20.00"	"    76.00"	"    37.00"	"   138.75"	"     8.50"	"     9.00"	"     7.00"	"   16.90"	"   15.50"	"    31.00"	"    80.74"	"    19.33"	"  134.98"	"    80.00"	"     3.00"	"     5.84"	"    0.00"	"    24.09"	"    59.00"	"    17.38"
"lncRNA_38216"	"ptg000024l"	" 3815256"	" 3656295"	"+"	"  2146"	"   895.17"	"     3.00"	"    41.50"	"    34.92"	"  130.71"	"     8.00"	"    96.00"	"   161.00"	"   120.00"	"    16.00"	"   12.00"	"  1271.00"	"   47.66"	"    35.00"	"     2.00"	"  145.00"	"   11.00"	"     4.50"	"    13.17"	"   14.00"	"    11.75"	"   103.14"	"    81.00"	"     5.25"	"    57.50"	"     5.00"	"     2.00"	" 1232.50"	"  484.00"	"   159.60"	"    50.67"	"    15.00"	"   15.50"	"    18.00"	"    19.00"	"     2.50"	"    1.00"	"     2.50"	"  1161.33"	"   807.00"
"lncRNA_38217"	"ptg000009l"	"31016124"	"43649954"	"+"	"  2721"	"    14.00"	"     0.18"	"   317.17"	"   265.80"	"  568.00"	"    83.00"	"    16.00"	"     0.00"	"    73.75"	"  1148.15"	"  910.00"	"    98.50"	"   14.58"	"    42.16"	"    71.74"	"  140.00"	"   30.43"	"     2.00"	"     8.00"	"    5.80"	"    64.04"	"    38.93"	"    47.00"	"     8.12"	"    15.85"	"    71.50"	"    23.11"	"    0.00"	"    0.66"	"   654.57"	"    17.00"	"     2.17"	"   41.00"	"   520.50"	"    44.00"	"     2.50"	"   57.26"	"   135.60"	"    46.00"	"   290.00"
"lncRNA_38218"	"ptg000023l"	" 2715773"	"11279760"	"+"	"  2158"	"    21.00"	"    14.00"	"     4.00"	"    22.00"	"  100.00"	"     8.00"	"    23.71"	"    16.78"	"    59.00"	"   231.00"	"   42.00"	"     0.00"	"  158.50"	"   122.17"	"    18.17"	"   24.51"	"   28.50"	"    30.00"	"    96.00"	"   14.33"	"     3.50"	"    70.00"	"    52.00"	"   513.00"	"    34.47"	"     8.58"	"    23.25"	"    0.00"	"    4.67"	"    19.50"	"    65.00"	"   226.29"	"   15.00"	"    55.00"	"    49.44"	"   919.66"	"  507.49"	"    39.50"	"    54.00"	"    50.00"
"lncRNA_38219"	"ptg000002l"	" 4976504"	" 3955912"	"+"	" 17097"	"   170.00"	"   186.00"	"   360.27"	"    35.00"	"   26.00"	"    26.00"	"    18.00"	"    24.50"	"   170.00"	"  1398.82"	"   42.33"	"    36.42"	"  163.25"	"    13.50"	"     6.00"	"  229.66"	"   17.20"	"    10.83"	"    79.50"	"  136.54"	"   126.00"	"    64.65"	"     4.03"	"   317.63"	"    28.62"	"   129.50"	"    38.33"	"   40.00"	"   18.50"	"    25.03"	"   169.27"	"    15.50"	"   36.50"	"  4587.73"	"    65.00"	"     4.00"	"   26.00"	"    13.00"	"   609.00"	"   323.06"
"lncRNA_38220"	"ptg000012l"	"20552309"	" 2640572"	"+"	"  3038"	"    46.50"	"    73.50"	"    22.40"	"    18.00"	"   23.33"	"    24.68"	"    46.38"	"    23.00"	"    71.17"	"    49.00"	"  136.88"	"    81.00"	"   14.00"	"   728.50"	"   157.50"	"  335.75"	"   23.04"	"    48.00"	"   351.00"	"   22.00"	"    26.10"	"  2153.50"	"   111.58"	"    57.00"	"    43.00"	"    24.27"	"    32.17"	"   33.03"	"   34.00"	"    80.87"	"   361.00"	"    22.00"	"   75.25"	"     6.00"	"    22.87"	"    14.40"	"    2.67"	"     4.00"	" 21514.76"	"   214.40"
