compound,POC-52_TP1,POR-245_TP3,POC-255_TP3,POR-69_TP4,POC-53_TP1,POC-222_TP1,ACR-145_TP4,POC-255_TP1,Metabolic-PBQC-1,ACR-265_TP3,POC-42_TP3,ACR-229_TP1,ACR-186_TP3,POR-245_TP4,POR-216_TP1,POR-245_TP2,POC-219_TP3,POC-219_TP4,POC-57_TP1,POR-69_TP2,POR-216_TP4,POR-83_TP3,POC-222_TP4,POR-260_TP4,ACR-225_TP1,POC-40_TP4,POR-72_TP1,POC-57_TP3,POC-42_TP4,ACR-244_TP1,ACR-186_TP1,POC-57_TP4,POR-72_TP3,POR-260_TP3,POR-73_TP2,POR-260_TP2,ACR-173_TP1,POR-73_TP1,POR-83_TP4,POR-262_TP2,POC-53_TP4,POC-52_TP4,ACR-173_TP4,ACR-139_TP1,POR-262_TP4,POR-73_TP4,ACR-225_TP3,POR-260_TP1,POC-259_TP1,POR-236_TP1,POR-74_TP2,ACR-237_TP4,POR-74_TP1,POC-42_TP1,POR-83_TP1,POR-69_TP3,ACR-139_TP3,ACR-265_TP1,POC-40_TP3,ACR-237_TP1,POC-259_TP3,POR-236_TP2,POC-40_TP1,POR-72_TP2,POR-72_TP4,POR-216_TP3,ACR-145_TP1,POC-259_TP4,ACR-229_TP3,ACR-244_TP3,POC-201_TP1,POR-69_TP1,POC-222_TP3,ACR-186_TP4,ACR-139_TP4,POR-73_TP3,Metabolic-PBQC-2,ACR-173_TP3,ACR-225_TP4,ACR-150_TP4,POR-74_TP3,ACR-237_TP3,ACR-145_TP3,POR-74_TP4,POR-245_TP1,ACR-150_TP3,POR-262_TP3,POC-53_TP3,ACR-244_TP4,POC-255_TP4,POR-262_TP1,POC-219_TP1,POC-201_TP3,POR-216_TP2,POC-52_TP3,ACR-150_TP1,ACR-229_TP4,POR-83_TP2
Citric Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glucoronate,339608.939487883,74713.5438133131,342024.820734967,277490.41567239503,50476.7764827447,298817.847631671,204118.830939185,567610.368092163,354746.623057149,277793.565012984,1085483.56325916,,877653.177104171,155102.014791533,243045.731453272,134953.26286487,436161.938405253,358983.417464024,899806.759226111,81070.9003534128,141468.089875923,127229.6856628,198817.912052637,150594.581054095,343723.759273397,367337.51243607,77319.6923434887,202601.889576826,1376804.43119496,319070.024389098,546238.93762633,184720.464461593,98895.7134271618,210811.930897506,119521.703754262,102878.158461834,226835.454469635,91587.115949372,271838.03366299,146741.943536697,663472.436495992,522229.472219439,542734.376168613,279270.378851654,106563.144514513,540689.253038187,326924.857365798,217375.490791539,784508.013124508,48108.7866460111,138737.095302793,47888.7306099473,97307.4204630708,1016944.77187668,160497.272043198,110054.197247775,297476.114119257,188628.124846724,246837.157534359,250977.770324885,182608.031705442,70817.7720256746,171350.393088811,151088.305142314,170885.990294242,689441.086995027,366228.855637737,671710.482478868,512553.685390901,318098.432751612,317525.613004772,51242.5918571452,297642.573990431,308192.952637116,769115.979472546,119150.925824197,357464.780312359,475987.91717942,54474.6720869985,503078.653084962,151992.218577611,199533.262744778,307070.449135127,210782.273927534,141573.240549241,358518.840276508,165224.646254449,224611.178268686,52683.9660106848,255584.724076241,154170.787063934,424499.705022171,490596.805839713,373004.902541019,663563.894977705,154110.157391559,933595.94097934,45695.637973259
4-Hydroxy-3-Nitrophenylacetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilmandelic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythrose-4-Phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cysteine-S-Sulfate,648947.538730593,40474.375399777,896566.881799495,58009.1061256146,2580156.57922748,424620.089547496,42072.6417069928,1100145.23860811,361691.429524491,143328.820911239,2491869.37876221,,26633.9082119941,,51051.0633191541,63005.6387592256,2543669.25235619,1491551.29216227,2120726.73330017,34350.6628124347,104577.425630801,35816.8245021209,635328.873050972,36679.2503589235,,1031198.38993395,71145.0468028702,841609.518076291,1528857.08219887,,,3021312.50862634,43145.1410348044,100695.609459259,38843.4020597562,64946.7681510632,,26401.8808372029,126941.948856854,51469.4300954072,4316181.29090505,1265932.80414798,,,,304254.134786038,62718.2253304861,38513.9048308591,627052.776814012,35723.5590096742,35008.5093495054,,32473.6934097831,907603.508618766,46881.8031392625,68750.1109926251,43229.5010226669,,684269.178258878,,585157.129777192,59178.6279379111,108343.66860589,60049.9574228604,59183.5494112801,229695.304434236,,778366.530618864,144842.019577098,196943.89762105,941387.49730114,,479101.566401655,41316.1845025034,154487.548837675,,318079.30755918,,,,105985.541211029,,,54508.0487703752,28280.0890708222,,60016.1696799478,1376233.05030906,,913877.488451011,53399.3769354526,338698.775288979,3504828.79753325,98611.7148133492,813287.065345679,,,
IndolePyruvate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthurenic Acid,248935.064486522,269607.145309704,178604.974282988,288463.96607853,168280.70514666,173554.640994082,32011.2141182804,269554.250874115,146301.597121887,37440.8934648466,324344.60993213,,140639.322031774,39542.5115014282,111741.18432738,186144.259594515,200011.812436568,58751.5585145033,297774.670070178,158958.960196202,72609.7941971737,53837.0755812447,102344.089164818,121144.91392902,179809.966209345,109607.984594797,94524.6350425884,84933.8792445291,269874.656831715,100188.644479074,122354.933281626,381359.75218802,27392.5994956178,135083.19421186,48498.3693040137,58034.7816327592,157654.720395365,69353.5904775184,94791.2318703361,92349.3289238299,142043.081443756,213534.880827963,125828.819934704,52860.8123520842,75465.0308039615,137513.002907254,76413.0582669533,198822.332398079,546468.281991634,97174.5057692262,57259.1860423244,264781.565736223,25177.9359160755,529601.927451515,181380.964699786,55370.5301292306,71598.5062343718,71338.626594778,172389.387778079,137404.701766685,116878.158165955,66325.2862226852,77146.154605066,52246.8803024036,105422.757208314,74517.2514672129,164027.188170553,226777.590184019,62154.0938839022,52017.2758154627,171502.602447502,354685.620578922,37207.2663775029,116474.648971062,306320.180588049,96529.617868679,130086.767263179,36602.341690047,166001.292073969,180079.415573997,72565.4849573989,83902.0017087001,36643.4578552497,179323.323594192,168848.672441459,82773.1272302184,120339.926823171,149868.056389791,259719.400216963,146896.394937119,125474.73403163,148192.140484181,56068.9714400225,135814.662778676,149322.422226257,41823.1871062558,54658.563981087,20537.5664655127
Indole-3-Lactate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-Ac-Phenylalanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Indoxyl Sulfate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantothenate,11179605.322463,13692759.6663805,6563070.59606804,75429059.7834751,15324168.9310512,5130411.2176747,7951555.40793512,10563515.9834325,29317731.4657367,8001376.19738843,24401352.3734351,57158966.7321609,68348207.7365637,9549252.62796101,92305233.8986453,23484064.4453737,6667466.33931019,5818818.49679722,20668903.1082826,27435920.8492435,38399006.5721238,18769754.1646057,7685426.78282957,25136265.1941576,16768481.2611327,13165540.0379866,19671751.2826965,3053419.68348553,37481603.8211927,20698803.2026992,33177046.9047791,29077709.8500825,9066103.5460235,47673042.4529683,26352521.1560894,25961290.5982766,12445141.0751109,27966861.2367147,61948299.451765,14198114.4595656,13936671.8724981,17430555.3867513,13337714.9075242,16542788.6342425,6977901.00583448,194517606.526715,12486695.5242293,33402294.1384243,24083065.4173555,9785763.02283327,25595952.6059923,119284919.081924,13620678.7367277,24330194.0768295,24498940.6046979,17625864.2096028,9580462.91744313,6921346.66403994,5051817.84573101,18509831.9839573,2308671.45237781,7692883.27434439,2492913.18931667,16854227.8990543,29146814.8913062,189854109.156351,13223950.0188182,16492510.1755811,19920159.4147909,13419610.7139326,1726946.63735705,74567393.1699386,5706594.63077785,18574646.7998053,46429993.2183911,23017318.9690091,31138311.8564261,28283809.7684235,111905119.625078,26286010.3900091,50348131.6673914,10114137.3890205,11824239.5452322,37473972.8423653,24055662.7934761,17332411.6553946,21883254.6806563,5713079.64789965,72625959.1395335,8190225.29336566,40850808.5792795,5249948.8127908,6472158.87692553,91760234.6643632,13946387.9391691,4800433.98626812,45272541.5582175,8157187.94849502
Cystathionine,,101036.485557287,,136355.155982079,28320.3998924692,,25702.4425662237,,63782.9012115604,,,160903.670486493,90723.7991383502,61308.03717277,38328.0450510679,94781.4143074023,20231.5043339985,39398.1492733205,16368.278371355,29510.6292260531,86319.2534424214,118558.352591377,,43624.2140100552,158894.040706763,17248.0309931924,142489.555687535,,26179.774397483,129790.919583894,21878.3630581767,43630.8609904555,45154.9866673152,41463.2679938715,42617.2875536567,53924.3675859405,57966.4869405962,42528.9562904208,101039.174141742,113293.374119965,59972.6315811597,23908.2613894172,70099.661634149,170879.167621469,45556.8546832955,76010.229148566,38403.092695171,77817.2789172669,,24371.884055938,90561.333726384,182933.292671638,20392.2295013387,,94579.6695881585,46038.3366614083,28369.8206234162,42938.6991541027,,40328.945008526,,78738.5131930032,,40820.2915080046,153526.826048244,101423.253901931,50735.930996237,,52263.3455559828,30106.6813803732,,138052.769101112,,77092.6393471492,175336.806178364,58534.0429834699,57564.2579118034,57112.7794048608,286101.793871421,95190.5270429754,82129.7918647527,23080.9340997519,46470.2238002703,44990.6644678201,34238.6786342457,32288.944327317,82249.5699688899,,226605.613892859,,52423.4315980882,,,86355.4345297208,26930.4497325589,,134536.333684221,53307.62882059
N-Ac-Tyrosine,153454.0898711,52266.6982042028,381813.678139092,42932.3781115812,64432.1663385163,146092.581301398,33620.4999457516,282689.90946315,158457.765126828,,928050.85095012,52546.9990582851,219090.80355283,26389.9460899968,59330.3325674448,37551.6726427858,304221.025675257,159806.523128579,261133.595215524,43328.9080846373,,,196676.520403371,,80876.801516758,136134.708027676,,51221.5632657783,473870.159794185,124443.363680568,179715.997126529,97290.2918688193,,50462.2073858363,,,161048.123837101,,51674.1386675231,25256.8737349673,358307.521293831,176034.57879843,135704.307830749,217303.825262891,,59888.9520581394,,42329.7416775612,151651.10296578,32963.2196795248,,345752.366056308,42164.075645394,491002.410512771,72500.7321906805,,28604.943799022,50190.9567847205,251351.444112755,247627.322644267,93671.8564099446,,33388.1418245974,46862.316811661,,31728.6016726301,69063.0025860609,173893.773792846,166621.485452399,50532.6486743311,163427.434951158,19802.6938281626,215064.07126947,78642.0575722586,184270.239111368,,170895.752536276,113811.345088336,55905.4442708054,342546.583541206,47699.9957984652,346859.864615518,25470.2112433851,62198.1313105218,40147.3293393479,296333.798151138,45703.8637544026,440166.410295454,144233.666968958,120927.612040184,39732.9340180092,130297.741522719,450655.038278894,58003.6665153263,662477.115928529,96631.5417625267,163863.297214231,
Myristic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ribose-5-P,8853340.92602539,1303076.89232816,8232119.54653979,1178297.70605555,652740.776603366,4122866.10337817,228133.393927153,7877529.0428913,3008168.91685035,216401.701381037,23243327.7704671,73992.950604097,394317.100910436,635259.303210754,999339.716029683,2614435.7329352,10189180.4207429,9932303.08096802,20098899.0099259,915597.971645158,742964.322332092,1059287.29543555,4668532.18552876,1069098.09877433,404980.728780477,6677801.65451741,1601907.75442931,3791883.07590268,15799533.8229053,474349.726419677,89095.4729090095,700102.768523555,1452199.3661482,1125041.8523336,248486.573412275,570594.219726676,508268.405378864,1046541.32556931,282778.554562724,1065940.33101061,14794077.6257776,7847649.64778878,152474.860502896,1014229.79242386,1177877.20760915,253972.720185435,,1604015.55001437,3136240.97398837,395200.501408044,531842.27343597,35531.012786914,693269.159893191,8842584.5490283,1471247.90038173,431571.228628196,112645.766990698,343407.703060733,6286027.08224927,773211.468617006,2053847.46948909,725522.440270013,1725609.44871793,4295660.38659502,2321866.73074516,200071.027673663,1006239.28547492,10383225.4701936,251804.218463724,534758.551745012,4414241.76094781,179652.585953771,6229169.54116111,95341.7571646449,,1344134.03987162,1804334.71899916,339640.909213953,15542.1373942497,226557.495953657,1339039.17619391,230899.493543183,168023.526792699,736977.955858822,1265617.56906938,81381.9175541017,1077729.14965455,10416334.7663503,45302.8836511931,7540087.24790583,1087900.78554483,4013043.39004726,12156932.017138,162415.247676222,2626610.96930033,,58902.5091306429,13173.108150444
Ribulose 5-Phosphate,5106727.503993,1222356.31938924,6698456.03154078,1006276.32168824,,2923485.32713254,176412.710072951,5246617.31706624,2504248.90066676,162253.412103605,13539999.0442725,,719390.675217476,524792.241141384,510900.694313968,2158029.2421722,6297902.1441656,6770322.65618863,23453024.8705745,599699.847863232,547921.308605888,843942.183041113,2996286.88261749,748562.900963744,1087988.03661719,5714981.52229214,1235110.34417206,2763521.70393266,11481038.7779023,881318.269769311,111752.25514552,116619.577928499,1123651.06320592,1093286.37578413,115218.286654215,307545.871505937,1529562.87727369,875882.543013809,222784.109357227,867084.763960854,16710281.1909514,4953937.47289355,257881.041142018,1574428.15354673,915467.604581245,342337.092330542,10096.7631145632,1363059.49006216,1485139.49486309,221989.679730295,514574.409761269,,564110.5982032,4807874.61359841,1548556.59102584,335799.745580686,124915.665358472,696106.404569552,4751968.18906225,1909523.31203821,1771192.64040048,645549.655713373,1195797.6202247,3723315.7431615,1736093.29628042,244068.149197548,1961381.75577646,11392956.7145894,1013826.94308125,670881.207824899,2615403.73434026,,5547119.01778478,458696.296040278,45228.6116438803,1224010.54526626,2567810.03420174,802265.597494426,,895394.660082762,1485909.4583238,1061635.2902166,311142.984840405,621719.957862489,1088114.4901916,332193.573105227,1018568.15306725,9903674.21119383,,6148520.69479366,939970.087584064,3718103.88008417,8589887.8408348,64333.6817162678,2997837.36363884,114099.275554042,270493.18124641,
Melatonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetrahydrobiopterin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thymidine,1747390.65947327,129460.626535447,2449000.89533632,483816.356619841,1192627.2435701,684032.819987706,24027952.5907436,1291455.66323308,23973776.0163876,35035220.5529112,8312863.63054018,13078775.0376294,82173803.6550729,115236.542210063,14408781.3980431,773581.44391869,3425030.87684041,1612623.55264053,3388772.85955775,551815.286427747,2040359.34736756,129190.322190183,6948328.3389899,161553.855466714,21206583.2530413,894964.645907546,48662.6417727771,2324084.9655008,3026944.1164171,8892573.57882958,30150432.6670944,2427106.35922994,121848.465553834,352388.365077702,147661.116679814,164326.483175122,63888274.3511147,576976.852278938,290314.496775334,234835.037057721,2031928.65376149,6033159.56456138,71112833.395494,74357280.1071804,198658.856647891,3062798.31663231,120131496.743467,206563.851515665,20468455.8908361,167201.740204637,424626.371113407,151619341.06998,641404.02317279,7532227.97601006,240712.590163291,361599.125751117,51655833.7636856,11253403.1650522,3306288.2776862,84812874.9055576,1522051.83536397,74899.3720014956,776732.122958841,2207091.12370186,71638.8017305845,21928416.7551824,9344197.12545048,1643672.58794801,66916019.4871449,14833614.1965831,1054543.83726124,638441.623275968,3570898.42241277,9404306.98812942,122725276.382146,174322.901779597,23363220.0959811,165757713.251933,85642089.4918258,60913284.9241715,208450.234065937,65185540.9019726,67409705.3452882,323846.094855923,281234.27383129,73843400.908135,411601.757249997,1351420.45042345,14299019.3385294,3319347.87252079,376503.630925253,1092644.84877295,6284965.76520211,12778802.288373,5952080.19693721,12301612.41082,83762173.4233846,108037.693440751
Pseudouridine,447809.439488624,45433.8401381702,1621954.65463758,160985.027207988,2477391.82442538,139253.369886974,360217.221483228,513049.448580763,476629.666008698,800519.478898025,360276.508167677,56817.1289465573,1890154.31840291,31942.2370070552,28663.1826019106,102133.767696402,347681.778261027,81044.7787547183,2190850.98526437,99912.9614853588,343790.64216095,40216.6072826487,188785.849867117,52812.8095453543,160308.334923506,69192.5126653008,34411.4759648316,160276.196287946,172926.696233948,220981.427435197,943202.72291849,1419368.41327538,27159.700545113,190205.310714546,28616.3999125455,86934.7464246575,175149.8426144,49025.5416141218,202322.228111574,66257.6873683706,583977.022315894,318825.592365089,415855.500020388,175448.288496677,45096.9097409111,1250805.32743392,874989.264690784,74237.5064347386,266145.635033617,17320.0485037171,50476.7199771918,1255535.36884518,229874.384336301,92271.8219878016,54472.4898001647,65950.0706865381,1313695.90533223,210668.019687051,113711.513776102,297807.101863064,81448.650147083,14946.5868494926,36412.1326546561,140158.296031088,46326.3883669796,2337161.17777428,291869.057389328,135582.583433079,429229.010124648,159510.618624396,132645.347306563,211504.122279995,435515.443589144,525408.81700762,3239149.3611063,31765.1144457061,504218.532528602,791548.382377674,326485.631778695,475863.589850888,98895.6871156582,315497.762726852,1001828.47037095,96905.4118032206,72336.9706117976,509181.417332739,108934.68774819,412169.993784282,322031.21961879,213950.432830588,165363.770463043,107215.751443317,678958.342926529,251697.344307748,241918.126825318,136633.394242772,1012818.69867993,12603.9341531315
Biotin,6218349.47816861,1636628.19302349,9178981.82055755,17264932.3885442,18950918.7411814,2925700.06328885,2760873.26849889,6119380.15492496,9218408.83945923,3340067.4077342,11489026.5243914,24357975.5857241,21304246.8947151,280731.317539699,1197334.53632846,10795862.8062842,10293502.1996791,6633324.08779601,21069594.8814583,10553791.5831986,999027.038152294,611223.382343338,6306787.13243349,6831617.12726115,7970404.72851566,5895258.49749596,3740482.35408543,4744214.53787421,16769035.8158737,8213297.75607664,11412729.7059523,23772402.2955912,3238848.07407039,10173179.2824343,1666243.34302967,5570212.46337155,9143285.82967076,2422159.14909122,978442.192722541,2165455.66307438,15977983.907867,11089447.2226278,5859422.83687066,10902762.1185844,2011438.58056288,2670843.58390371,7745524.60283019,9979976.35150395,9775076.72452275,270646.30105964,643610.231260627,42037769.2893343,1221764.3066977,13204895.4448455,4898902.45848059,6124527.25301718,9800839.61562355,4876189.62519496,4685552.04683737,15206409.5761619,2676508.40777408,545360.708042318,1698741.0909329,5233312.91935523,6482108.92791746,3777591.14407093,9063803.19323225,6131036.93964291,6178958.53183716,3738063.2806728,4026052.35608204,26589187.3862371,5310785.03245326,11137789.9514351,21659850.1416778,634209.811830711,9359160.6364127,7045819.87858833,30762445.1088351,16945078.5973916,522839.110739059,8231917.29733297,5003731.44572529,891924.877637157,8418824.93393584,8920286.39168079,2042390.61889261,6265471.60818557,23665612.0815949,5849771.60801995,1714841.74250737,6784477.22298352,15815213.1123616,1540710.89186681,8749687.64611489,3724756.23040943,23627972.0914815,1010426.54929902
N-Ac-Tryptophan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyridoxal-5-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmitic Acid,244964.277595093,122421.235008417,208032.359161366,127848.618732278,70042.6334904065,141698.444177527,111856.343446426,206816.612812342,161109.021299795,168306.416458421,195572.514655594,,215322.990276401,120555.313303664,105467.183626872,128637.316295102,205863.527125951,186033.959929543,149433.888865155,106874.307514723,201933.251536978,163938.486149895,227377.371697139,155775.379073837,149474.562207851,147095.70280847,165960.749039203,140395.361669069,174716.260550815,143658.518134777,171434.01718494,67056.1290984844,146667.833489776,172090.819439743,89754.8023398743,147005.052554481,107432.102076317,172260.177321408,150263.161850029,144222.764566058,174030.068232706,179352.86776845,162409.795132065,148615.472741354,93713.9905562109,189141.753591645,194386.450861399,139636.885192402,139610.323024457,163659.29108135,93162.9622031536,59215.7627402462,184870.912083334,133886.199178256,154656.686482904,145887.042429015,167947.473928118,128498.650974207,170305.784785666,129833.49285012,226081.789188693,127049.55219211,157520.631820804,216656.174597699,135894.188216999,158174.178701143,139918.785957117,232960.618933781,141287.194747833,137895.03550408,157084.724742397,36159.4999325975,171130.968258511,122859.06467161,143758.636172161,123704.766447901,141391.107651322,179204.403183731,57041.1638103884,125737.171289024,127390.4731676,133209.730513422,135876.578203565,164493.978381039,104490.642496966,167413.029092187,154229.351975659,192249.838503819,57223.8628178499,274376.584994717,156325.584557038,165024.543505427,193787.647601634,78203.9224975149,89330.0387123414,86862.5748745365,69504.6867951918,93658.4530700181
5-Methyluridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Hydroxymethyl-2'-Deoxyuridine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glucosamine-6-Phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G6P,232127.413842292,532327.955722042,703348.679328649,551122.940154674,1263344.51971571,290021.089622408,24286.5896423017,252075.352760518,322447.001882779,29944.923320585,613652.517941208,2183278.68653561,231305.047592764,179096.885786712,273456.257574722,412302.96061984,1160633.27112669,458575.556746898,678122.408985822,173703.834242955,191072.634228546,559339.490868782,391320.186187724,368929.782250976,348355.544122376,400748.163128042,1275233.34247829,172332.722603528,832008.04364588,470951.124581589,40321.3400661819,1804576.06317429,1482242.22035808,168639.885178667,862499.769348159,250426.940265634,787698.902905077,222797.999197784,50748.9522216617,197905.871062422,577035.476119364,306181.652070424,77213.5606655409,621958.108190653,155524.243255203,82866.235171604,,477903.084047837,195711.198569781,72084.8991522614,207487.895907608,3810694.97202094,124177.824506201,282459.535347592,298447.657420557,101624.156006147,51166.0711730644,145070.863060469,373104.345829589,526450.708817594,172794.883935918,424940.701095657,52936.7537455407,171049.998473456,371700.631665536,82697.1788496144,349187.612242132,387855.905704946,335435.115216374,178326.429721144,226171.665917299,1121970.55547038,310520.265010992,93380.5821399526,,873479.10872957,324232.252555059,414119.501147781,1238762.95617515,143784.16369622,379447.412543243,278148.7412591,94111.7171179621,226969.147181486,273313.989533282,90588.5538943869,263956.990377887,662520.563228566,1687350.1390344,491219.532396618,138138.433560788,264762.898946227,1163262.65571254,29707.2660781011,156183.021226563,40509.6282304101,215804.512009428,237362.364566977
G1P/F1P/F6P,74641.4620374882,1601235.1255117,1058543.0644776,1334613.52151584,90902.2810506841,593080.63532357,58896.7849723544,32448.7906946351,939159.921924599,140973.88449945,1996483.33844043,147999.84345758,546775.870241679,362954.466029839,256580.823643338,1201373.43514796,2968243.74676428,1112341.08871305,177478.393106197,293164.728322488,510301.410568803,470364.795530182,1143966.49200873,528319.36167191,897022.994420302,946821.681709337,576381.656255868,497062.973137632,64726.3388234231,1303696.52537437,54506.2729817419,110038.073215068,516390.520338499,613286.665221259,128172.576000731,233574.045733745,2659145.26981125,516518.885053024,345242.780779209,608891.728919224,1838071.34291155,71943.9253518852,275305.577671754,49728.3426303595,380941.005230108,302784.644692951,,1376929.40023442,45550.6088466109,111099.544400151,272288.670816539,279598.181516266,397239.381167325,61419.8218364159,654700.548578949,252401.360833685,146072.423799746,416636.332896907,967371.896631676,61361.2486179619,373509.600930494,297951.236456088,34084.7823554478,126702.288602999,846963.653306788,420973.638016459,,501076.823403622,1263257.25939718,501900.231293235,,32351.4925845631,546119.684162673,387055.355294979,71832.1792577325,535368.973501116,905886.101658471,925387.381207334,108978.078470756,,1337817.50605994,909089.279278258,256367.662702263,540467.357194334,113553.99987961,442518.935662003,792189.201154118,1901143.40937723,110286.892723986,1135952.91509042,239177.912543484,675632.821195322,2583740.16503026,82647.3710478109,391379.634097597,246802.913229877,,79639.0800798009
Phenylacetylglutamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOPEG Sulfate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margaric Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Phosphogluconic Acid,45755.8018101018,32765.0549559881,203322.859099819,53398.785360382,757544.839672306,76384.5046112402,,230058.306700226,57786.9766021298,,374345.942205057,179655.259049935,16537.1429101674,,23323.2250681209,33007.3789967591,627083.050215866,169845.937380337,329353.723562568,43734.7254473698,,,91546.8408739219,,15023.0931332364,59886.0723788149,,41296.4951911509,186164.158918806,15696.9847328335,,1046871.6513354,,20327.3707433487,,,25001.9076490117,,,,193325.48788841,218956.467505527,,22464.7584726978,10748.9084963936,19433.2136381358,,25805.9453621968,55734.3887606711,14459.0366315571,,193949.914951568,,153686.280303262,46339.5041214163,15922.7755262393,,,86817.3957533497,38460.5101553137,52791.8660096845,,,17185.3791474505,19710.3827444305,9743.4887340351,13669.9761072749,144919.594910614,17112.840797612,,50963.9278364267,295007.687328236,133839.032267444,12496.6065282924,,,35908.4737758348,17943.967503493,100388.362159404,12809.6625576388,34805.5575299534,,,12915.5759216974,15264.5635293367,,,209876.068768124,142045.782965338,99947.4952535224,18503.3338539977,40226.577282942,398041.784877425,33173.7265443158,63032.8101999294,,,
Linolenic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
