,POR.216-TP1,POR.216-TP2,POR.216-TP3,POR.216-TP4,POR.236-TP1,POR.236-TP2,POR.245-TP1,POR.245-TP2,POR.245-TP3,POR.245-TP4,POR.260-TP1,POR.260-TP2,POR.260-TP3,POR.260-TP4,POR.262-TP1,POR.262-TP2,POR.262-TP3,POR.262-TP4,POR.69-TP1,POR.69-TP2,POR.69-TP3,POR.69-TP4,POR.72-TP1,POR.72-TP2,POR.72-TP3,POR.72-TP4,POR.73-TP1,POR.73-TP2,POR.73-TP3,POR.73-TP4,POR.74-TP1,POR.74-TP2,POR.74-TP3,POR.74-TP4,POR.83-TP1,POR.83-TP2,POR.83-TP3,POR.83-TP4
N-Ac-L-Glutamine,297030.200375931,440267.753161382,548356.04485758,241044.052846798,144807.449994976,129683.348717366,94379.4243735912,179367.489331703,234082.503227452,134405.879374631,133542.180106919,111187.066292599,212962.226293847,144830.329688555,185315.652987322,103375.501186837,151911.532474394,66485.637073552,255448.748416973,118211.41041359,64025.3998711071,230817.192892901,110955.062731224,185872.050687075,91707.0494001796,197010.244154475,129355.516510034,116348.01018732,147995.995127934,456076.835957813,58394.203208475,67840.4867204883,157855.16532891,120875.217032646,177074.862069625,68244.6264990761,131882.785121767,347682.752234159
N-Ac-Glutamate,0,101340.662455089,111464.488864357,87768.7685447263,0,31529.8399831608,26883.3022650274,90279.235425011,133843.45223546,63004.5568992885,63083.348951314,37786.3837544502,52736.973417052,45834.7032495134,0,45412.2861226733,54140.5317735331,27992.8648222007,106404.964485667,0,102639.758832862,159737.28777737,87539.2360915604,112653.637242497,58827.8617186179,125175.39880409,90102.9523508852,39008.655313523,38906.3562823776,80435.5721037522,53848.3530300194,78055.0123172573,100178.193289855,36958.0843832442,39897.3146843435,19569.5397742886,47459.0963190033,61114.5711544056
N-Ac-Methionine,492973.567638877,618227.79173809,0,401552.773720741,0,0,0,316130.845352829,570591.798060587,464323.603906692,453613.42963199,0,0,666230.305524579,412488.768475919,0,372555.559342915,0,717652.795860208,0,0,356738.954500835,289911.789697698,346847.90699894,0,422828.567534111,0,0,0,0,0,0,283349.74950262,579743.240917702,313184.50137894,0,0,0
Glucoronate,243045.731453272,373004.902541019,689441.086995027,141468.089875923,48108.7866460111,70817.7720256746,141573.240549241,134953.26286487,74713.5438133131,155102.014791533,217375.490791539,102878.158461834,210811.930897506,150594.581054095,154170.787063934,146741.943536697,165224.646254449,106563.144514513,51242.5918571452,81070.9003534128,110054.197247775,277490.415672395,77319.6923434887,151088.305142314,98895.7134271618,170885.990294242,91587.115949372,119521.703754262,119150.925824197,540689.253038187,97307.4204630708,138737.095302793,151992.218577611,210782.273927534,160497.272043198,45695.637973259,127229.6856628,271838.03366299
Cysteine-S-Sulfate,51051.0633191541,98611.7148133492,229695.304434236,104577.425630801,35723.5590096742,59178.6279379111,28280.0890708222,63005.6387592256,40474.375399777,0,38513.9048308591,64946.7681510632,100695.609459259,36679.2503589235,53399.3769354526,51469.4300954072,60016.1696799478,0,0,34350.6628124347,68750.1109926251,58009.1061256146,71145.0468028702,60049.9574228604,43145.1410348044,59183.5494112801,26401.8808372029,38843.4020597562,0,304254.134786038,32473.6934097831,35008.5093495054,105985.541211029,54508.0487703752,46881.8031392625,0,35816.8245021209,126941.948856854
Xanthurenic Acid,111741.18432738,135814.662778676,74517.2514672129,72609.7941971737,97174.5057692262,66325.2862226852,168848.672441459,186144.259594515,269607.145309704,39542.5115014282,198822.332398079,58034.7816327592,135083.19421186,121144.91392902,125474.73403163,92349.3289238299,120339.926823171,75465.0308039615,354685.620578922,158958.960196202,55370.5301292306,288463.96607853,94524.6350425884,52246.8803024036,27392.5994956178,105422.757208314,69353.5904775184,48498.3693040137,96529.617868679,137513.002907254,25177.9359160755,57259.1860423244,72565.4849573989,179323.323594192,181380.964699786,20537.5664655127,53837.0755812447,94791.2318703361
Pantothenate,92305233.8986453,91760234.6643632,189854109.156351,38399006.5721238,9785763.02283327,7692883.27434439,24055662.7934761,23484064.4453737,13692759.6663805,9549252.62796101,33402294.1384243,25961290.5982766,47673042.4529683,25136265.1941576,40850808.5792795,14198114.4595656,21883254.6806563,6977901.00583448,74567393.1699386,27435920.8492435,17625864.2096028,75429059.7834751,19671751.2826965,16854227.8990543,9066103.5460235,29146814.8913062,27966861.2367147,26352521.1560894,23017318.9690091,194517606.526715,13620678.7367277,25595952.6059923,50348131.6673914,37473972.8423653,24498940.6046979,8157187.94849502,18769754.1646057,61948299.451765
N-Ac-Tyrosine,59330.3325674448,58003.6665153263,31728.6016726301,0,32963.2196795248,0,40147.3293393479,37551.6726427858,52266.6982042028,26389.9460899968,42329.7416775612,0,50462.2073858363,0,39732.9340180092,25256.8737349673,45703.8637544026,0,19802.6938281626,43328.9080846373,0,42932.3781115812,0,46862.316811661,0,0,0,0,0,59888.9520581394,42164.075645394,0,47699.9957984652,62198.1313105218,72500.7321906805,0,0,51674.1386675231
Ribose-5-P,999339.716029683,162415.247676222,200071.027673663,742964.322332092,395200.501408044,725522.440270013,1265617.56906938,2614435.7329352,1303076.89232816,635259.303210754,1604015.55001437,570594.219726676,1125041.8523336,1069098.09877433,1087900.78554483,1065940.33101061,1077729.14965455,1177877.20760915,179652.585953771,915597.971645158,431571.228628196,1178297.70605555,1601907.75442931,4295660.38659502,1452199.3661482,2321866.73074516,1046541.32556931,248486.573412275,1344134.03987162,253972.720185435,693269.159893191,531842.27343597,1339039.17619391,736977.955858822,1471247.90038173,13173.108150444,1059287.29543555,282778.554562724
Ribulose 5-Phosphate,510900.694313968,64333.6817162678,244068.149197548,547921.308605888,221989.679730295,645549.655713373,1088114.4901916,2158029.2421722,1222356.31938924,524792.241141384,1363059.49006216,307545.871505937,1093286.37578413,748562.900963744,939970.087584064,867084.763960854,1018568.15306725,915467.604581245,0,599699.847863232,335799.745580686,1006276.32168824,1235110.34417206,3723315.7431615,1123651.06320592,1736093.29628042,875882.543013809,115218.286654215,1224010.54526626,342337.092330542,564110.5982032,514574.409761269,1485909.4583238,621719.957862489,1548556.59102584,0,843942.183041113,222784.109357227
Thymidine,14408781.3980431,12778802.288373,21928416.7551824,2040359.34736756,167201.740204637,74899.3720014956,281234.27383129,773581.44391869,129460.626535447,115236.542210063,206563.851515665,164326.483175122,352388.365077702,161553.855466714,376503.630925253,234835.037057721,411601.757249997,198658.856647891,638441.623275968,551815.286427747,361599.125751117,483816.356619841,48662.6417727771,2207091.12370186,121848.465553834,71638.8017305845,576976.852278938,147661.116679814,174322.901779597,3062798.31663231,641404.02317279,424626.371113407,208450.234065937,323846.094855923,240712.590163291,108037.693440751,129190.322190183,290314.496775334
Pseudouridine,28663.1826019106,251697.344307748,2337161.17777428,343790.64216095,17320.0485037171,14946.5868494926,72336.9706117976,102133.767696402,45433.8401381702,31942.2370070552,74237.5064347386,86934.7464246575,190205.310714546,52812.8095453543,165363.770463043,66257.6873683706,108934.68774819,45096.9097409111,211504.122279995,99912.9614853588,65950.0706865381,160985.027207988,34411.4759648316,140158.296031088,27159.700545113,46326.3883669796,49025.5416141218,28616.3999125455,31765.1144457061,1250805.32743392,229874.384336301,50476.7199771918,98895.6871156582,96905.4118032206,54472.4898001647,12603.9341531315,40216.6072826487,202322.228111574
Biotin,1197334.53632846,1540710.89186681,3777591.14407093,999027.038152294,270646.30105964,545360.708042318,8418824.93393584,10795862.8062842,1636628.19302349,280731.317539699,9979976.35150395,5570212.46337155,10173179.2824343,6831617.12726115,1714841.74250737,2165455.66307438,2042390.61889261,2011438.58056288,26589187.3862371,10553791.5831986,6124527.25301718,17264932.3885442,3740482.35408543,5233312.91935523,3238848.07407039,6482108.92791746,2422159.14909122,1666243.34302967,634209.811830711,2670843.58390371,1221764.3066977,643610.231260627,522839.110739059,891924.877637157,4898902.45848059,1010426.54929902,611223.382343338,978442.192722541
Palmitic Acid,105467.183626872,78203.9224975149,158174.178701143,201933.251536978,163659.29108135,127049.55219211,104490.642496966,128637.316295102,122421.235008417,120555.313303664,139636.885192402,147005.052554481,172090.819439743,155775.379073837,156325.584557038,144222.764566058,154229.351975659,93713.9905562109,36159.4999325975,106874.307514723,145887.042429015,127848.618732278,165960.749039203,216656.174597699,146667.833489776,135894.188216999,172260.177321408,89754.8023398743,123704.766447901,189141.753591645,184870.912083334,93162.9622031536,127390.4731676,164493.978381039,154656.686482904,93658.4530700181,163938.486149895,150263.161850029
G6P,273456.257574722,29707.2660781011,82697.1788496144,191072.634228546,72084.8991522614,424940.701095657,273313.989533282,412302.96061984,532327.955722042,179096.885786712,477903.084047837,250426.940265634,168639.885178667,368929.782250976,138138.433560788,197905.871062422,263956.990377887,155524.243255203,1121970.55547038,173703.834242955,101624.156006147,551122.940154674,1275233.34247829,171049.998473456,1482242.22035808,371700.631665536,222797.999197784,862499.769348159,873479.10872957,82866.235171604,124177.824506201,207487.895907608,379447.412543243,226969.147181486,298447.657420557,237362.364566977,559339.490868782,50748.9522216617
G1P/F1P/F6P,256580.823643338,82647.3710478109,420973.638016459,510301.410568803,111099.544400151,297951.236456088,113553.99987961,1201373.43514796,1601235.1255117,362954.466029839,1376929.40023442,233574.045733745,613286.665221259,528319.36167191,239177.912543484,608891.728919224,792189.201154118,380941.005230108,32351.4925845631,293164.728322488,252401.360833685,1334613.52151584,576381.656255868,126702.288602999,516390.520338499,846963.653306788,516518.885053024,128172.576000731,535368.973501116,302784.644692951,397239.381167325,272288.670816539,1337817.50605994,540467.357194334,654700.548578949,79639.0800798009,470364.795530182,345242.780779209
6-Phosphogluconic Acid,23323.2250681209,33173.7265443158,9743.4887340351,0,14459.0366315571,0,15264.5635293367,33007.3789967591,32765.0549559881,0,25805.9453621968,0,20327.3707433487,0,18503.3338539977,0,0,10748.9084963936,295007.687328236,43734.7254473698,15922.7755262393,53398.785360382,0,17185.3791474505,0,19710.3827444305,0,0,0,19433.2136381358,0,0,34805.5575299534,12915.5759216974,46339.5041214163,0,0,0
Linoleic Acid,104799.682136003,105311.392338753,270593.272066552,145155.650689308,94932.0089918337,104814.598221045,85522.7604164955,130907.317222973,135141.937837542,75812.4995200245,91380.259500406,133683.522100728,156373.074861749,120224.252571999,164534.464270797,131988.683567997,110502.859342402,32376.4030834148,25375.7730364014,125892.92468012,94687.2277481244,103565.157511133,133733.72783253,169489.539266183,94265.9896183597,94960.8172770698,160437.968132289,84691.9706161949,69765.7052123553,248542.173241729,82078.464912928,84370.730332294,197782.566800458,147274.459195839,108206.000742866,57652.7716062812,68765.6731618174,147981.92436321
Xanthosine,281285.36457885,204041.495871622,422502.246737815,187093.509627887,84287.0586866854,77690.9032170129,1079588.94872045,892910.5539997,348043.858775502,57922.056775913,1158431.32657165,572993.777125984,909813.638702701,632511.052020928,297269.275279548,182281.73817475,275656.99769436,175072.744860763,331824.629277069,1116131.21379208,467142.417840246,1478680.00851203,349303.424643549,1456740.96727912,369716.28274617,509095.534701515,111033.730330323,102126.071931716,57450.9690768147,378221.179234227,295044.713467742,92343.350491498,124027.128664801,154935.780796166,507885.900481413,110564.231108422,96059.7756017696,117339.826400809
Sedoheptulose 7-Phosphate,39695.761128347,404129.043198991,391190.524676405,1216469.74295615,0,895525.251611365,74247.4024932389,1861858.36247653,340505.86076399,753759.999298063,98332.2076353575,655696.004874699,63258.8523142157,1352876.79923927,46315.9924925945,1177935.33037372,41986.9378871989,485131.910192332,331522.427225264,58208.0374308475,913547.855209998,27636.3533195169,1283210.10696323,97786.0572729406,1396307.98611466,2344871.78461912,1351981.12974337,319932.250823719,2104934.51018528,275763.877446585,37540.9321026998,809150.060209285,374413.157332704,55357.2825716694,74323.5332879931,140604.436080505,1333763.66665307,392203.594305439
Retinoic Acid,28014.9229199991,87710.5312066542,73248.2527128262,30061.3445425628,44625.839482469,26317.8664686079,0,17375.5496461551,0,66276.4997380374,0,22406.1038188643,30371.3746732715,0,31970.9124265483,0,38070.4126753995,0,0,0,23180.6839164766,0,0,0,34229.4016679893,0,42477.7801441998,35138.5019456841,19823.6308687625,60811.5459048779,0,0,23206.0678232292,29156.2374065488,0,0,0,27735.7183456306
Arachidonate,5292346.10090088,23089803.8187005,21630867.6484877,6105874.95092225,5281418.95430973,3043040.06824024,2167500.25636683,5276727.65452496,4361726.00029305,20268002.7517936,4195780.68382424,6162674.12265717,9358418.39502803,4819321.49005703,6830532.29210164,3471654.39140381,6353109.44198846,1197158.47050746,997264.727410661,3929499.730296,5018342.35592144,24995510.7955956,5493300.27325598,4521708.24581408,18480410.3844524,4260852.6893907,10781094.1499996,14609589.3322285,2012187.48510715,18005360.5425249,2109398.89915596,2170889.11497298,7656339.83498308,9493383.24039563,5758667.67868994,8695461.20840021,2217833.92157551,10164005.2809379
DCMP,521667.572982161,183811.748267019,605306.328127769,119761.141891608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192360.559144666,0,0,0,0,0,0,82615.9783072649,0,0,0,0,0,0,0
N-Acetylneuraminate,6797.08273590053,0,8504.56416013481,19882.5625260886,0,0,0,9132.3979647319,12767.4843290405,0,9494.03582729623,0,5205.06908733803,0,20463.423933707,8038.81524401719,0,8899.02779514113,0,8530.82627358207,6305.95301751543,14843.1479287026,0,16091.1928352678,8947.11612800258,0,14411.1909194357,0,0,20716.6197341587,11618.9256657377,17373.9783525435,13781.9932119339,5866.47280964357,8471.26854816518,0,5834.91446633308,0
DTMP,1756826.51316959,1359340.21746487,3048092.83562258,668638.797969118,0,0,0,255732.242328344,0,0,0,0,53922.501931715,0,0,58232.4520619953,66050.4325305811,0,99997.4621418919,0,0,0,0,1214303.87650496,95426.7702004875,0,134155.106661038,0,0,94678.2285455863,92047.4178946715,0,58141.8207206482,0,78899.98692126,0,0,96417.9197131598
F16BP/F26BP/G16BP,94848.5492436808,45511.608894257,44750.9315096719,46826.4517802608,38189.1107345859,33143.9939116334,42423.5915187602,70155.9245807849,44564.3002763149,59658.3777441466,57633.6348347153,39253.959907519,79608.7784546182,74741.9708934253,31298.826332584,39745.1407474842,20282.9985787769,34535.9222003459,1726681.11564084,64705.6452479944,47788.0070489021,106011.690176505,41806.5330681789,77944.7871109675,57329.2222681464,81656.2604055553,53054.6293848971,43978.5502435438,79502.0348374367,44505.2299750781,49261.7067157634,36389.9383759122,77604.88276022,38640.6703983826,147250.93049359,0,51883.296086139,45506.7114972042
Lactose/Trehalose,755908.3084104,287066.663576383,88332.3714912279,812063.07050801,148171.262802651,222614.853420301,385839.876939258,1083163.15797451,985309.03353202,379587.830063901,521128.615419051,78445.3222925022,449477.820145741,243229.107287062,273643.356758079,331503.681619171,540649.422677867,171728.182076683,1600391.70969071,1150213.22341353,121891.798040796,597877.591041462,370945.19752909,1621594.92799728,152526.417526268,457267.025974586,1278137.74991639,73961.3197391571,194024.670698728,588307.023276997,238443.815135164,187838.430775989,404832.406839968,326411.198114598,1007641.05972243,107309.887967343,293226.613461573,101736.931772074
Sucrose,9728083.42595324,534503.758512509,178481.825066673,162008.807287607,372966.438019659,411827.98022719,578650.79701553,2477917.23933928,3084838.22316499,2896816.37391777,609738.66705718,153709.16211643,959335.031428854,145626.663725378,331474.436155321,743561.273214567,4967124.9541474,137438.031701853,12108596.3189886,2275020.9629135,127039.475040834,578208.310832606,172758.088953809,62892541.1361796,276724.375557795,149180.877250291,1558364.80132355,747715.460959513,392844.209049155,374720.531278539,6671805.20656634,81103.9236310197,544766.495017501,1237258.69278838,4661366.67363091,381835.108333953,646557.426183444,253145.241867709
cGMP,145202.73510198,540589.262107526,316958.188546915,146344.802483739,96562.7215989649,90490.2031748428,208534.002354321,192293.2241726,146185.611438529,58873.4325666715,0,117286.570293286,150163.856393815,117575.588029403,236097.355445348,123045.758791791,54623.6023135408,38763.6185833583,196231.548101242,62484.2058458057,43726.662588078,85975.9767420655,90643.0911128176,177153.745808333,50800.3714786781,77250.4767191982,347706.218346217,52601.37216837,37853.4741454267,262880.904837132,76794.1427500558,136076.576743953,47173.4284682518,134141.669228644,31643.0103953106,27169.5237869333,50602.9209725638,162044.918892558
AMP,153691.636483377,91900.4799644059,0,67269.5725551575,89433.5315129481,190501.741927161,96655.1320241276,136196.004146597,516284.309288023,78819.103606012,73519.2658191576,60200.495697815,186133.14959966,106032.561045773,123542.355645053,72302.1788696402,62071.4312048052,40384.8292820629,0,299578.474111246,71296.7561588,195245.444860704,1036925.82873977,582319.95721237,632333.808226336,2515219.83213464,51904.2727784075,81672.7128834759,91198.8260980899,47868.5728560044,105976.888141772,54646.489646194,114131.239234928,84964.5708416555,259856.805436909,46969.955931051,104856.95722483,71479.754789251
IMP,0,316244.320932249,216194.266768554,0,0,0,0,0,0,0,0,0,0,0,160472.016161358,0,0,0,158999.24484866,150621.551851578,0,0,0,173360.726324177,0,212975.985703486,0,0,0,0,0,0,0,0,0,0,0,0
PGE,93561.481747373,79703.3040914482,119735.41327427,31289.2882437715,15708.0229555414,0,17384.2228592126,27665.3576051173,0,95652.6528040289,39474.0496049941,22323.1695434571,62868.9982877936,36120.2072616143,43872.2924541372,34887.0369194229,46526.7112527202,18577.5185644008,0,28310.1566185966,0,50293.464257916,22457.7113113367,45439.1200352223,64243.136388565,24046.2744163028,93433.2222638976,30111.443986246,0,52657.5847811629,21365.3449040064,0,28301.0360543102,49416.5464413421,0,0,11487.4888708536,25313.0408838898
Chenodeoxycholate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gamma-Tocopherol,22278.0643580456,17229.6776663769,35049.9730995509,0,0,0,0,0,0,16118.4496357189,13378.8141440309,0,28762.6533534195,0,0,0,11361.6417212287,0,0,0,0,0,0,0,0,0,13612.7794322859,0,0,12089.1423312461,0,0,0,0,0,0,0,13668.6216307938
Adenylosuccinate,34734.6660073979,65802.6328425948,78870.7195245299,28214.687587863,14303.156433495,9567.40514155426,14311.2470537295,28995.3031648102,25092.4040466619,86759.8594186557,22999.069583383,25780.9833731332,49794.8494147916,29423.7304944038,36233.5368394531,21983.9299621124,34295.5805307193,10200.7228606697,25570.7779117307,25053.5776453992,28523.2214286683,138880.989646201,37267.0203763272,9705.02568280218,46422.7801540759,26024.1010567998,68887.1493529634,58519.8919842048,18959.1944269183,72698.6109244969,10484.0890702649,12697.3127708906,54824.5758203005,63800.669221733,28394.7015881053,32297.6166186279,22091.8930548396,42928.78154507
Cholesteryl Sulfate,35071.9952108747,35110.4845826481,28869.9896705506,45646.8257943011,0,23858.0576264595,0,26985.0845494478,34017.2433133827,31872.6118578086,0,0,30186.7930576865,38702.5747694675,0,70436.6248954586,87794.8942480524,0,0,111242.305757404,40572.5193156239,73200.3600052081,0,0,39192.5638182416,0,33847.962159844,31320.2542886748,0,37067.9592915636,0,0,0,40082.6803016889,49523.0725186588,0,25873.0024532454,80749.8224730445
dCTP,0,0,11274.7937815961,7285.06011270325,0,0,0,0,0,0,0,0,12889.7562768888,0,0,0,0,0,12520.0129072848,14222.5388157328,0,8809.96742637921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-GlcNAc,0,0,0,0,0,6117.75095505159,0,10069.9236541435,29163.0247174526,0,12694.1739100738,0,0,0,0,7105.30607800172,0,0,6088.56558633511,0,0,13402.4036063006,9453.32891563253,36832.7368359342,0,12883.4555486431,0,0,0,0,0,6894.81632125185,12216.7666212588,0,12952.3507736263,6377.23183469304,9518.74908313606,0
Oxidized Glutathione,2844711.74177964,863224.815470649,130860.202849085,364853.084329719,796678.846920519,1276257.62981728,1042670.81463526,1032415.202766,3437199.47823045,1044254.68319016,10105569.8818118,1546142.77462577,695922.164308663,1895471.00556512,1328200.83738288,1462802.31294352,1448046.23661423,1265444.93768221,21280119.8929595,3086139.89711141,536978.351252676,4516545.32235968,498700.851185106,2028314.03648276,179660.302199026,2430144.97110882,1504362.38311471,2673750.17245374,1375667.78402615,145013.017146831,491290.850762758,4982515.08573578,1333080.72663149,2013951.11520168,6104369.2374598,914966.80485367,1439236.96501146,114700.18736645
2C13-Glutamic acid,55925990.9288095,279230.003580034,63127113.2550818,72696948.478432,57224348.1286151,68726130.1651605,55608462.6504821,60737805.0089269,68946515.7803777,67171993.270042,54139853.1395368,66370437.0109914,65522227.797426,74591294.0642207,65663427.3150824,68969920.4158876,68833030.3174984,63687216.3166318,134562898.003418,63368917.8563187,80160950.950283,66573646.5226664,68313758.3160909,71148041.5879276,72440701.5267977,73519776.9215726,65954003.1787681,73722233.7933257,69809613.2698376,50227198.996566,63604305.8613883,71036839.6275266,60758196.5413319,60347981.4780376,70134911.9775489,91559.8959529012,80697080.0557862,64846950.909437
2C13-Tyrosine,90226.9375756552,315319.636009388,216476.637042775,356217.269649799,169875.035920825,544716.909588659,159182.006591742,263783.703285169,297288.891478514,317854.724738704,205850.809125885,462742.454765917,205257.139587988,531103.260745274,168836.749579822,333661.698519632,206421.601588661,194599.634234319,123412.789584273,136866.237008551,449290.466032102,226800.73815481,596525.775999394,143478.899400256,533088.206601588,303678.038609111,360578.017129171,526571.497791389,462487.08225536,153214.225344382,204964.542827243,428034.352543836,192862.591165717,182533.061841925,156626.900666757,538374.409998656,509644.936056639,323761.252497542
3C13-Lactate,3190832.95998221,7355557.36944709,6256512.01154072,10903619.870383,6330703.89933599,16300304.9691632,4013294.70121965,7244898.14379291,7334720.34816173,10808287.5332728,5463004.90387964,14680720.4131785,6321337.57998378,16419290.7602206,4128965.63327488,10721672.5592279,6370474.13189866,7068451.53605929,5612849.73386426,4561821.85233636,13351498.865744,6180402.53025576,21555917.4459036,3487632.17720227,19677276.8804259,9752463.76644982,10289966.7787212,21028150.7427656,15512086.2599885,5032839.29603285,5943164.72163623,14533184.4876841,5663609.60237259,5008753.09351152,5220552.21423523,22806099.6775623,18349819.8822987,10933561.8773465
6C13-Glucose,3849550.60214758,0,3275146.29028016,5847270.9990705,2761426.33490436,4738354.1027674,2381885.75358339,5151084.755863,4017086.31457569,5107922.26481168,2519171.6550433,4385339.1571717,4054363.61512322,7335123.15682814,2206973.51609504,3770229.012026,2664433.91270411,3357804.23907154,3861473.87105916,2968566.88239118,4419202.8832867,3454533.07017844,7842480.61697392,3512363.3761558,6248266.36082863,3830297.72038795,3590908.86387214,4800683.17117945,4563546.76349141,3427479.97068025,2638890.53681653,6069663.24494737,2817226.33448546,2602977.69382935,4440460.34008768,0,7630191.79843388,4577736.48759084
Cytosine,6566081.87864275,5926288.04254289,4357053.57815246,4050383.09682214,2072556.23603693,1837106.85643007,102086.106903007,99249.0588523799,3423143.99499063,4553334.03607825,116392.11656006,88926.0317763524,127692.40676788,0,2635955.62284928,1241330.49795391,1938777.40749814,682554.8456779,197975.487135542,123320.875827407,85875.0906693257,137622.22697149,320020.758516105,2616210.19428158,0,76820.1258972701,1255574.52888337,1211763.29167322,1364638.70233031,4286717.96610583,1846402.61876654,2027313.6532591,5371980.56833319,4511590.32457322,908638.489477693,410882.558173602,1396071.46605325,1743429.66682855
Anserine,557962.038184485,1532622.06955205,442078.684766067,263608.583224711,129198.017913944,222854.506388136,203425.417910654,1612373.2084534,174335.893435562,152641.072345354,785100.661571284,323368.165611078,348726.820921917,341311.060941326,513087.914133649,1226267.24962953,439056.546204451,712210.228859641,128188.345223962,948056.409636896,393221.447574026,3322158.71391176,683652.763120716,202947.912369019,254259.186700194,1691453.79001276,269930.615759926,381688.066366399,156097.339271169,1423907.20807799,355868.784024189,518348.275608475,665898.811794239,318606.750685446,579859.926801591,75984.3466177525,200591.036227674,649540.684890319
Argininosuccinate,2257011.97425355,2126989.08054665,4105167.58128392,671500.553952039,158335.676097295,251397.190851014,81823.9682503041,1129025.1593436,269506.378289799,180136.982266059,142668.379769798,343311.583448664,1251862.93434803,372090.003162814,562530.19726043,325701.086957151,452144.479330713,76058.639376687,45684.6877880563,297417.922234914,1904935.22308055,696863.2729043,138939.234418984,0,238932.484138555,164925.961424153,184581.623903104,291833.821409621,136198.921929763,4457310.3223327,286634.361420622,785638.181234921,1557944.6544759,234103.707144019,192535.550480546,68909.64678055,396576.024018936,841756.879126618
Itaconic Acid,1476918.51832645,2930841.32722565,3466697.46930418,1297543.21662621,0,1078471.77612584,916215.858803273,2207862.18456923,3499006.3461353,1364965.83047533,4290668.98316973,1413522.03079562,1416828.99656668,1312610.91209997,1022475.10766788,1506295.58455787,1698511.10756209,596763.184648554,0,869824.497809422,498510.980144098,5003780.86801422,1367267.03243203,0,728447.660437625,1797963.44890635,2005182.06398612,1079048.33837869,1183073.81267935,3354812.45576628,0,2787689.6700461,3164090.52804061,1590183.43904183,2026807.77322131,602924.980176642,1546043.13106041,2008816.77444342
N-Carbamoyl-B-Alanine,0,0,0,0,0,0,0,0,9027.03309706028,0,0,0,0,0,0,0,0,0,0,0,0,4513.46454228382,0,0,0,0,0,0,0,0,0,0,6115.48631057259,0,0,0,0,0
Theophylline,7716.22626206902,0,7957.76526662689,0,0,0,0,0,57383.8052037537,0,0,0,13851.5523741207,0,0,10092.4224833034,24914.3973767333,0,0,3496.14660141732,9591.31643656222,10694.3548277015,0,0,6960.1860594558,3459.2125529426,4642.30467004792,0,10346.5456121332,0,0,4455.13654898818,44347.1337656644,0,0,0,6001.17674523431,0
Cystathionine,38328.0450510679,86355.4345297208,101423.253901931,86319.2534424214,24371.884055938,78738.5131930032,34238.6786342457,94781.4143074023,101036.485557287,61308.03717277,77817.2789172669,53924.3675859405,41463.2679938715,43624.2140100552,52423.4315980882,113293.374119965,82249.5699688899,45556.8546832955,138052.769101112,29510.6292260531,46038.3366614083,136355.155982079,142489.555687535,40820.2915080046,45154.9866673152,153526.826048244,42528.9562904208,42617.2875536567,58534.0429834699,76010.229148566,20392.2295013387,90561.333726384,82129.7918647527,44990.6644678201,94579.6695881585,53307.62882059,118558.352591377,101039.174141742
DUMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2N15-Xanthine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558817.72938861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
