,ACR-139-TP1,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP3,POC-201-TP1,POC-201-TP3,POC-219-TP1,POC-219-TP3,POC-219-TP4,POC-222-TP1,POC-222-TP3,POC-222-TP4,POC-255-TP1,POC-255-TP3,POC-255-TP4,POC-259-TP1,POC-259-TP3,POC-259-TP4,POC-40-TP1,POC-40-TP3,POC-40-TP4,POC-42-TP1,POC-42-TP3,POC-42-TP4,POC-52-TP1,POC-52-TP3,POC-52-TP4,POC-53-TP1,POC-53-TP3,POC-53-TP4,POC-57-TP1,POC-57-TP3,POC-57-TP4,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
Carnosine,417307.93332315,495247.267049856,1843969.59963737,222285.856099662,281629.381132719,119264.352179719,229750.570806904,552838.169045899,546375.294167744,297317.665978896,947769.106826119,587851.526864467,495219.426670908,790796.312709504,466908.930997436,400777.465375532,599959.385580826,3468810.06049265,315087.705747224,594098.643411089,522175.549973021,523060.881246405,560775.119188758,2438525.88767646,335512.222279228,356765.896047025,2376012.43633055,490712.556127375,139710.879960607,369731.793053609,239216.799003906,158144.719112148,278423.870069907,170285.170885662,209821.694109963,150268.968485807,227467.036145768,340500.241758699,313370.796167543,254126.763311795,182623.586700225,60053.9995463388,227327.104918218,102521.637045248,178597.061203273,224535.183860871,392363.861444314,109509.376368046,440585.678710893,225795.727877503,170895.335868151,254659.395831795,430467.659329768,133575.396465905,389360.597610331,321199.10396149,107368.339728076,362549.659160573,595459.825509151,71423.6507949342,56824.9996627255,163958.530695557,156553.449798142,86666.9867406032,202768.276679034,55834.0017583409,289374.013802673,252978.502317347,132286.04821588,83298.0654658315,101751.784492525,366391.714613605,455171.343376848,91879.1430860005,105731.486401577,184298.963578034,961323.708181075,150452.331135868,50461.7825818235,326235.329664264,43159.9394611136,186932.044965144,79540.6167024256,88637.5983706975,65509.0494427505,112948.673883689,199532.302443967,82680.833606017,57124.1912284977,68411.5551090243,127603.215061673,124555.559482754,136662.578390379,41394.9160393671,212657.581219484,0
2'-Deoxycytidine,16694896.1211148,22953533.3594279,46165620.719026,4776685.50675713,25092489.0847365,9269972.55435392,3585375.95863989,15847477.3627727,13810641.5097961,12736322.986851,45753248.1893126,20743545.0351826,22458455.9428696,45365049.4719699,5132586.78537434,8746157.48720637,53218444.0088951,34787371.8781669,16774622.2397312,20794776.4141733,36257816.0288019,20677175.1764381,14828505.499677,67808461.0450789,5267060.68868618,7795803.61562304,12189539.2441312,2971673.59608488,19868245.4509287,949944.278854397,5924476.54246327,815366.149387197,3658469.35246106,1689969.10542281,586953.417508682,2469640.01020861,7241430.24810395,608502.019128557,1621436.83001495,623002.230739636,13391415.7110425,1073227.84152517,1661311.15128166,553075.491827113,3188141.29582243,640720.455267259,4714486.04385002,7411169.60756787,1845184.05930924,1972194.91804555,5356168.68384988,6252211.36382498,2087371.33486902,1532482.62473281,1668512.90243365,3116726.59356776,2049416.37926454,2103896.77411138,11551933.151543,10517027.3103502,20400726.0063899,2164392.84673139,102204.093961161,78865.3681691288,299774.151565838,909438.677339533,325099.820778892,205577.860196771,249631.53804198,144000.253198534,390248.394796745,234858.311603749,374597.232923266,432990.109140321,512145.490414264,258856.81504969,1210163.02934107,587497.597999208,364274.618439495,851556.79105904,94073.4301246367,2970676.77714552,109809.622804683,141588.444359388,609753.656827059,155475.250831298,208836.043686183,4438529.26544381,647157.895039723,347903.469009972,318175.290373346,347138.358078092,180538.246355221,94699.4143459251,157185.392721817,271534.895033679
Cystine,0,290401.241974662,162363.129883916,0,177575.930509749,64095.8886578114,41600.3634654643,24646.4758305985,0,0,166820.204603888,64746.3167258809,0,42708.6015306937,93941.076867407,30405.2624723011,349357.001689098,19221.4361435563,0,318593.872070063,0,0,47365.1995173374,0,36505.6483602156,112263.39006409,0,62911.5205198714,136820.691090648,41433.8739261836,1179754.91177065,304969.809242548,1822005.3718969,1434061.77241894,105417.989409248,158745.875558745,768788.975500551,59737.4608025867,200577.9548066,1251779.99314203,117130.989165258,665675.324397213,237588.55629548,17325.5452697216,965332.696650045,405331.692293597,106666.479366863,1941812.81887303,248085.595621204,68991.0219760325,1092879.35228937,97241.9298660112,97094.8123056536,646554.338981669,1998413.08565262,316474.83539255,1163862.06933354,198750.801444799,0,904751.74837454,2164586.19041595,497768.552168025,186355.033464052,174393.134550134,17812.9202262811,613593.186921053,232205.302921987,176496.538400036,123796.915007554,384799.285549377,1386528.97482009,407550.182784457,198793.044967504,439594.263176349,377537.480962021,154011.986571793,30268.232123454,62339.748414626,569498.122942373,346973.632647202,974477.375889438,22188.1194603963,512379.265631107,578158.55807484,377724.375332553,386285.348117571,317401.454756074,1497485.10066376,98402.9030242674,246789.749458768,376171.382565771,287949.310540384,251723.485959551,165943.265131405,212840.190664082,1576239.23495819
Cytidine,4669750.32639902,11285545.9314219,24489062.3122227,5002933.7197367,6130195.97545692,3866119.02368271,1701066.66862504,6117022.71079501,7833599.65279083,3456158.21401623,8641729.63938012,4231539.48793263,9354299.81214317,16357530.0779121,7216158.07937391,3530759.89950415,5959004.21466398,18184880.7383754,7689670.30037753,5834271.65532032,12420276.4785708,6629381.00782055,4554012.00060528,26007767.3890533,5275124.2904208,2524549.90438487,15653492.7969066,2456445.18806879,6045123.377854,2161510.03404011,8475314.78980539,2576796.45697726,6533012.55902221,3906222.03619763,1331492.78846826,2780110.56145294,3199132.86937096,2542171.00376128,5295174.99588988,1712516.16014671,6826113.87378171,1240766.13789215,3265662.81522764,560244.700470244,2775235.88247072,3531873.75233064,5645030.63007787,7916643.37091493,10990571.2398936,4035252.38579865,4919608.43421941,7087048.32337409,10825892.0757194,4170505.32422435,11448877.7241456,17597314.9136182,2954717.65732021,17711444.0009379,2581625.34851558,4055493.6246635,7967100.31411351,1304201.7077514,317901.331045299,877585.56961497,2197693.05946409,3118281.23883483,2688442.78868029,873327.590123197,2759112.19637274,1926766.10840504,3124611.77935301,2185658.53480308,1799438.35483397,2233205.50680508,2629804.567634,1277599.62261568,6516502.1946795,2634360.7231792,2123674.39205959,6059312.20504754,1466275.46355601,2823843.90250737,941866.740173184,1645332.5683001,1878867.79180774,1341996.89327615,1175695.20719351,4199455.05705536,1429056.73231818,1288540.39564505,1215682.26780897,1128741.31536949,1613759.49967875,646451.143617178,1153230.36790239,1329764.37861224
Uridine,4257923.05012878,4034348.48106,7839116.96258395,3603411.61233968,2124937.94772435,1290022.40131689,1421226.75545027,2969607.83574137,4888763.73522043,3113178.16754625,2793461.53433312,2386979.1474771,8479355.20270996,8436240.32867168,3677873.38068107,3624566.78333622,3272322.36203756,8282677.31139508,13234456.8609396,2411439.48641568,7947510.53086607,4751214.94476548,2751152.75087334,10772022.9642448,5119818.14442733,1417078.93333912,8259158.78216187,1959337.97952558,1789394.80591074,1652398.63698273,6426177.73748328,3044596.9577968,5157665.95652088,2938999.66790704,1264372.65953488,2100941.10805635,3787437.74256668,2815520.50431032,4987451.26996505,2675576.94981509,3760155.44232573,1035284.40871449,2493590.37914905,681465.908356713,1907761.54506834,2672763.34246975,5853162.06437718,5508257.94557221,8066876.29147147,3998969.43604942,3715284.93189247,4922115.2312538,8745732.23696724,2670287.58004473,5752414.04581923,9603698.52242041,2896399.47745121,9072621.1523083,504765.202602062,708578.989151575,1341777.70730952,646669.058849785,98370.214295636,246054.873954138,3534584.92545923,4381040.47685693,959027.680079907,131421.471514339,4095096.21090196,2246143.76449369,3806896.69677423,4146931.18927624,640715.930954311,910767.579379721,926864.571825703,855968.83760378,10143961.8361964,4630601.71511661,2914893.39389478,8771382.25203917,1951644.37962767,2212224.89910841,1065293.0419309,2773205.75404575,903757.318376558,571988.740179333,238040.707921012,979359.555851393,451340.590296126,290124.287896216,238611.057172293,448242.463070616,1491994.45426554,389783.655173555,358578.153666331,367545.915308862
isoValerylcarnitine,78004956.7828902,27025747.7000169,125790403.56057,14518537.4268302,9376300.19080757,7791627.18401068,10374879.3229275,66081651.310767,76116365.8738044,36456642.6165044,43325758.4153809,79531014.1486295,84581886.8718774,57766208.0555209,51482560.3075577,127621012.344807,31985195.4987643,430555081.231053,457848993.820652,63641109.1114938,126602616.734689,74083424.9023508,46628004.9630197,287100087.01968,83857172.0496195,24746231.6800091,237617050.323438,21719343.184365,11697534.0399562,10732106.2344749,20622320.4178135,13845933.0037578,10684684.9207935,2779466.55951182,8838750.40110832,12106223.5271842,5417703.23326379,33268575.4052736,22492897.2524141,7185413.38924352,17119982.1847088,2068194.67506685,12777077.2476406,14347305.3196657,6816885.98774377,6821765.323797,9546039.19854419,18569817.9527224,17943142.7995501,10881042.5415863,17319579.0239617,24421505.4915039,48161736.3045282,12712303.4021831,7673524.48254319,24026339.3077619,3538026.07463612,32821927.9102094,100451754.516823,36354773.7828286,71902562.4243307,35995147.6943664,81771092.7172671,99671653.0415165,173838839.988254,63159373.5785014,187748526.511782,135667817.167487,192347166.381225,162755127.163421,69887873.043228,62943183.291508,241368267.118802,165216098.764027,84201000.739923,89084097.8705287,347359294.888772,29340009.8318314,39980803.9186507,78997076.508531,29320379.4828466,34354201.6581288,13928615.5142032,29078431.8164643,30193249.6660696,27987520.4298781,20223115.7192219,44441193.1367301,20932675.3822481,44503451.598786,42762732.4312304,46180140.058317,45036315.1333026,26836305.6606648,55820842.0958769,36271495.3081194
Glycerophosphocholine,51726909.6646181,70289803.6600268,52016479.9089018,16376258.5003088,16181185.4561817,13585727.6712031,27965766.8258419,53309958.0329889,42861265.0759987,18527377.0806986,59273860.7872036,46888195.2916552,38684252.7741087,53777893.3887277,28879710.952427,61971305.031107,18917452.8397169,387743510.178095,46787438.6711371,54622309.0913564,172559927.035884,36691343.0215493,56989991.4503578,229024361.019486,14031140.9186559,19250615.5897349,92398415.9957817,8441182.44516447,6557009.77090991,317205581.058168,294339701.777589,224030980.319953,194424636.546757,143214604.083919,276657590.906629,235331882.62944,99596686.8606333,278296663.22076,285697925.520776,135447629.537154,16775413.4589401,65530124.917776,367168734.402929,127664551.69532,99846460.8073155,221978249.854402,142025445.062952,217078219.696907,303533579.112256,241737651.951806,105494720.32503,319415420.315405,589373374.371547,274748099.154592,439278191.358933,265756572.711924,87495774.5701575,385870020.372572,10416994.6706143,24765986.5363058,4528724.70982514,8002986.72223955,3212094.94256862,5390347.15475237,6181833.83227755,12540524.3227876,9445557.64025394,9585757.77409625,11716089.8319465,17389700.8359305,8783594.28715595,16963914.3563549,6315914.99818485,7975664.81298085,5509120.03197554,3397459.86951553,20970913.7079545,7304737.41062633,11625735.4659207,19972951.6366535,8624589.90880067,10503398.0078466,6749365.44227946,8522263.23729106,13383759.305336,12456594.1645053,7234058.02563416,3102574.7144178,3247916.14607286,8515418.2281245,11467313.8016551,12916252.1038485,7005089.76383971,4074620.30326165,5094617.02641514,3140756.92596668
5-Methylcytidine,297630.855894435,340351.316411628,1019899.04421344,238743.235562317,128335.119161545,148527.038214763,103867.841306042,412901.817016576,515362.446678635,233287.408323036,432950.417967163,291094.458649248,324937.665752907,707115.496633842,379599.623814712,160213.72686772,89035.6379684628,896535.702126611,839395.535350395,229477.456935778,482618.008019427,321121.075961403,386033.774250623,1756435.15600878,217487.717200889,99235.9360206373,937249.399609494,170941.354677392,146745.106550411,198941.394453299,241565.218444411,93584.7775589652,169110.541096668,109901.206619835,118588.984142139,182120.026633361,229616.554699507,267006.46649508,321245.167434401,94543.8945162022,150317.759075585,31268.8304562617,163986.409881785,43155.7649511007,133384.641807033,151933.096153376,146189.618146091,309082.498998103,137122.868707656,213522.676157173,218744.922173461,190358.578963016,1881380.19724724,159492.99644993,160743.690578692,794504.358879878,80820.3344139128,1914891.83674778,92402.4501686469,72749.6269528199,200186.24498367,49719.4016756648,24164.2271685024,13789.9445461968,60730.7611039138,146581.877948686,60772.2560917056,30564.7259350289,55591.3918957184,26980.5094991996,83322.369789193,24596.7637387877,63980.682649479,47623.1251314329,96109.4104044181,30939.083687343,266682.916792642,105957.439654606,20831.9274467455,92476.2710248559,0,112945.623348071,0,36521.2784250525,29663.3234896749,0,21025.0809527084,150141.885310816,69064.730683245,0,77003.5621691659,133974.770317791,117419.486824253,0,27405.8431514553,50546.9682390391
Hexanoyl-L-Carnitine (6:0 Carnitine),27198814.5135704,12428451.4677138,33856712.4001381,15190842.8767333,6174445.26646481,7176369.96636758,3360695.50922534,6921432.87923864,16243885.2373051,17518577.1335293,24282408.1341929,22493868.8337809,6936746.61879601,22269426.3674,144759822.253014,11372476.6854978,4144770.35461673,25800687.9350382,15054047.9730387,11510044.3162329,23177330.1860056,14432568.8180158,8033250.51466003,21109922.8473901,28703853.1000456,9468997.30368592,26280580.3361064,11146326.7538122,7146624.33213427,1261328.48287013,1675058.774544,929808.843080944,1826972.30285953,1225338.99569963,1722915.76690586,2484545.31592096,1294985.6884801,2256713.36573762,1010121.61791176,529529.751597321,672925.340875587,494264.163344626,947414.672697472,377154.50516846,1957656.50226962,1242606.7734003,1311640.65099692,1913429.81894446,2225535.76412946,1333649.5817615,1518027.94058546,1447381.52059188,1200959.41463567,2995923.90790422,1720969.21467098,2120777.24595258,947213.392704613,1908065.1866472,1916900.49346843,3809345.90191164,1211840.21690997,2214925.19882793,2572226.20905008,2342824.79062248,8340736.55581676,10181182.5280377,9128095.44248934,2691930.6569038,3184275.99060038,460579.426365351,1872625.07438365,642947.029162641,3602627.56054886,4238353.32698014,6379777.43659329,2901018.40889922,4416539.93257298,5328478.99333599,2240023.2705501,7423363.60580108,1221875.87617728,2944567.91328461,1090163.55516491,4498529.09310802,1841643.48510178,867697.696683484,964121.081678909,1069364.59432737,1935489.04122992,1037087.57824817,5913277.79820748,4321640.39964075,2772174.31233287,608520.628769533,1684678.69749233,433200.073431948
Succinylcarnitine,311273.034610446,487084.292223303,879905.063566995,126386.469151293,136799.020631922,121942.878188043,138010.795880162,495289.450274488,733811.331436707,372307.865522462,972639.532946984,294638.051123212,361116.681889203,467052.288423424,166140.53473849,96219.7012110932,165550.437288395,1041665.91638761,443690.308691442,377906.750011238,1302017.39437194,969686.611240376,431700.347951184,5533305.943772,420718.13607922,345050.717115573,1993249.94393512,66698.8428283584,250668.263280708,112728.086781945,450515.315590811,203993.465968992,673009.914644807,656835.276217278,177911.25517857,236093.401140958,345532.537939031,392994.219407192,449812.839749823,322882.759310943,245187.852284291,153504.896862638,311321.661893141,33724.6630221109,395955.737747188,343640.92260796,1249710.39370602,1169321.96557983,2011947.89809435,254534.397444759,338112.306410626,480735.793143894,692270.638746714,577775.218756556,1815119.37972623,567100.020932815,308991.873725693,1099034.77371538,3795642.72776984,4358007.65840431,8079054.29096855,2675611.7177999,401585.989772346,1269381.74946378,1943566.00399578,2720731.79025183,3626409.68383121,1758673.2246835,1153080.7727797,855963.662136639,1972118.4129349,1417952.41594432,1359833.66508422,1719372.68380657,1210960.57003188,475804.195237875,9142433.50753255,2664922.69026989,1851783.28568428,7571457.05759913,924498.316395837,627485.653722112,1389411.12946427,2055080.1223277,2476921.63503413,1970776.85320851,2476298.86898384,5107977.96578933,622408.666052637,3189835.77946686,3307504.17475176,3706635.36919432,3731486.25000534,667312.314538969,4088318.34043493,4468793.70692855
Thiamine,229537.393091332,302865.455098876,638055.443672425,155060.730893934,89157.2915660967,25273.5029807076,43471.7876954028,98587.0676916566,267633.726631734,1743356.78565878,4598747.84647003,2450005.68922228,2511377.81199889,4925240.93955838,3898723.40539879,2413131.14002917,1451146.65996935,5919738.71567421,1181206.81187374,2186932.23098191,5360881.54786426,176438.412173088,153276.313142252,475083.299815638,2419579.0767936,1485583.95263524,4168452.84329249,114004.40501187,521315.379149879,1019117.04470355,3366579.30340587,2174315.75834705,4072080.72054395,3166076.60522726,1636648.53748903,2852086.33246984,2391240.73625355,2019483.69411486,2953409.6474194,4705731.01880508,2858709.27153357,1448554.90825245,2766302.80946028,496669.634834293,1308930.80043374,2163232.82881503,2079673.41966065,3159370.64318172,3641906.94278576,1392523.64901711,1921296.38710055,2786629.9408783,1956220.46945184,1836978.2680797,2751509.65634934,1960419.03477646,1540269.62549954,3061358.97423955,2236445.50950878,3069693.14863453,3103985.84679083,2064843.83094246,137510.865531292,337071.157620356,248920.742260626,675479.76606145,701927.845710241,386460.703419431,425565.056564657,441084.949621252,466165.940692045,644226.932519391,1139353.0569408,2074600.55780105,1788502.90650117,689772.47798264,2312399.4967351,936749.80649041,1504522.60170637,3077007.10081328,1441749.3923198,582318.095635402,570289.902178316,1753234.68014641,1982796.5425554,1492218.44498836,2377905.12793353,3120440.4541206,67195.4067513468,78945.1757471766,110245.817176888,59236.2011198533,2837578.22294477,1299520.45418015,2722216.36226281,3604456.80688957
