"","miRNA","mRNA","PCC.cor","p_value","mRNA_coords","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1044","Cluster_17245","FUN_035641",0.573907664947008,0.000108046213148264,"ptg000025l:10234432-10235432",140,-10.18,"2 9","971 993",7,"100.00%","100.00%"
"1045","Cluster_17623","FUN_035641",0.585241596044401,7.29292805583974e-05,"ptg000025l:10234432-10235432",157,-17.09,"2 19","185 207",18,"72.22%","83.33%"
"1046","Cluster_1865","FUN_035670",-0.50184075177448,0.000969531127417763,"ptg000025l:10517308-10518308",151,-11.06,"2 20","670 693",18,"61.11%","77.78%"
"1047","Cluster_1865","FUN_035719",0.570861642007735,0.000119791550932491,"ptg000025l:10962336-10963336",160,-16.95,"2 22","593 620",24,"66.67%","75.00%"
"1048","Cluster_14610","FUN_035719",0.592339774380832,5.65870702666044e-05,"ptg000025l:10962336-10963336",153,-12.7,"2 14","93 115",12,"83.33%","91.67%"
"1049","Cluster_14532","FUN_035734",0.540740277631533,0.000315426349988252,"ptg000025l:11091081-11092081",154,-12.88,"2 20","411 434",19,"68.42%","78.95%"
"1050","Cluster_4752","FUN_035743",-0.549513079482631,0.000240186361022902,"ptg000025l:11224183-11225183",161,-14.66,"2 19","352 373",18,"77.78%","83.33%"
"1051","Cluster_3301","FUN_035777",0.517435678688067,0.000628099543087414,"ptg000025l:11596971-11597971",153,-13.35,"2 22","837 856",20,"70.00%","75.00%"
"1052","Cluster_3301","FUN_035777",0.517435678688067,0.000628099543087414,"ptg000025l:11596971-11597971",164,-12.73,"2 22","733 756",21,"71.43%","80.95%"
"1053","Cluster_5603","FUN_035799",0.60482177873193,3.56899121949256e-05,"ptg000025l:11850116-11851116",146,-19.6,"2 20","669 692",19,"68.42%","68.42%"
"1054","Cluster_14532","FUN_035810",0.502314598513235,0.000957114983071635,"ptg000025l:12027798-12028527",153,-10.67,"2 18","702 724",16,"62.50%","87.50%"
"1055","Cluster_14532","FUN_035811",0.629570563851082,1.34798596317615e-05,"ptg000025l:12031488-12032236",153,-10.18,"2 16","200 221",14,"78.57%","92.86%"
"1056","Cluster_5516","FUN_035812",0.530335951862621,0.000431633519730963,"ptg000025l:12034121-12035121",144,-10.92,"2 13","254 275",11,"72.73%","90.91%"
"1057","Cluster_14532","FUN_035812",0.684337050127367,1.12132202984745e-06,"ptg000025l:12034121-12035121",157,-11.08,"2 22","956 978",20,"60.00%","80.00%"
"1058","Cluster_16354","FUN_035812",0.520500457343785,0.000575318667655015,"ptg000025l:12034121-12035121",141,-12.21,"2 10","225 247",8,"87.50%","100.00%"
"1059","Cluster_14532","FUN_035849",-0.512632349211438,0.000719543265295076,"ptg000025l:12512002-12513002",151,-12.36,"2 22","568 594",24,"66.67%","70.83%"
"1060","Cluster_4752","FUN_035895",-0.541064057453066,0.000312311252946662,"ptg000025l:13073027-13074027",140,-10.98,"2 9","750 770",7,"100.00%","100.00%"
"1061","Cluster_2500","FUN_035901",0.505440345485164,0.00087869184827163,"ptg000025l:13121160-13122160",158,-14.78,"2 21","152 172",19,"68.42%","84.21%"
"1062","Cluster_2372","FUN_035936",0.553069331660551,0.000214602045516546,"ptg000025l:13448328-13449328",140,-11.03,"2 9","197 218",7,"100.00%","100.00%"
"1063","Cluster_17623","FUN_035946",0.502625218857406,0.000949052697010638,"ptg000025l:13504998-13505998",140,-11.42,"2 9","432 453",7,"100.00%","100.00%"
"1064","Cluster_14532","FUN_036004",0.514027647011879,0.000691829913511032,"ptg000025l:14382986-14383986",146,-10.57,"2 15","805 827",13,"76.92%","76.92%"
"1065","Cluster_14532","FUN_036009",0.549752944276122,0.000238378106362612,"ptg000025l:14436224-14437224",145,-10.36,"2 20","139 167",24,"66.67%","66.67%"
"1066","Cluster_4752","FUN_036030",-0.54464448994622,0.000279660055364857,"ptg000025l:14670131-14671131",144,-11,"2 20","263 283",19,"68.42%","73.68%"
"1067","Cluster_4752","FUN_036047",0.544494981206128,0.000280959540131212,"ptg000025l:14848969-14849969",157,-13.34,"2 18","10 30",16,"75.00%","81.25%"
"1068","Cluster_5516","FUN_036064",0.50822679033079,0.000813655383046399,"ptg000025l:15043406-15044336",146,-14.02,"2 19","319 340",17,"58.82%","76.47%"
"1069","Cluster_2372","FUN_036193",0.519471614374005,0.000592577742093609,"ptg000025l:16337048-16338048",162,-17.5,"2 21","568 588",19,"73.68%","84.21%"
"1070","Cluster_14532","FUN_036181",0.664531816640159,2.92263212680509e-06,"ptg000025l:16133328-16134328",159,-18.26,"2 22","816 837",20,"70.00%","80.00%"
"1071","Cluster_14532","FUN_036181",0.664531816640159,2.92263212680509e-06,"ptg000025l:16133328-16134328",162,-15.03,"2 22","742 762",20,"70.00%","85.00%"
"1072","Cluster_14532","FUN_036182",-0.504005941932939,0.00091394101680863,"ptg000025l:16133418-16134418",159,-18.26,"2 22","726 747",20,"70.00%","80.00%"
"1073","Cluster_14532","FUN_036182",-0.504005941932939,0.00091394101680863,"ptg000025l:16133418-16134418",162,-15.03,"2 22","652 672",20,"70.00%","85.00%"
"1074","Cluster_2372","FUN_036224",-0.509971006330938,0.000775159422564758,"ptg000025l:16766188-16767188",162,-16.19,"2 19","572 593",17,"76.47%","82.35%"
"1075","Cluster_14532","FUN_036255",0.516937129472261,0.000637082459355003,"ptg000025l:17209709-17210709",154,-15.21,"2 22","870 892",21,"71.43%","76.19%"
"1076","Cluster_1865","FUN_036317",0.570530107354164,0.000121137208393455,"ptg000025l:17621248-17622248",155,-12.22,"2 22","836 858",20,"65.00%","80.00%"
"1077","Cluster_3226","FUN_036521",0.526145967603781,0.000488361514544035,"ptg000025l:19253047-19253812",152,-17.35,"2 22","656 676",20,"70.00%","80.00%"
"1078","Cluster_3227","FUN_036521",0.50241047890045,0.000954619897386298,"ptg000025l:19253047-19253812",152,-17.16,"2 22","656 676",20,"70.00%","80.00%"
"1079","Cluster_9706","FUN_036545",0.510179382516489,0.000770670650663167,"ptg000025l:19582169-19583169",159,-11.99,"2 17","445 468",17,"82.35%","82.35%"
"1080","Cluster_2746","FUN_036606",0.514533037854024,0.000682029142045576,"ptg000025l:21101139-21102139",140,-12.53,"2 9","515 537",7,"100.00%","100.00%"
"1081","Cluster_14532","FUN_036740",0.580686793068052,8.55586653338064e-05,"ptg000026l:1202419-1203419",166,-17.32,"2 22","552 574",21,"80.95%","80.95%"
"1082","Cluster_14532","FUN_036740",0.580686793068052,8.55586653338064e-05,"ptg000026l:1202419-1203419",167,-19.24,"2 21","739 762",20,"75.00%","85.00%"
"1083","Cluster_13327","FUN_036817",0.542451450120058,0.000299273568300815,"ptg000026l:2238092-2239092",158,-21.35,"2 21","870 894",22,"72.73%","77.27%"
"1084","Cluster_4752","FUN_036826",-0.527497574112894,0.000469373441034176,"ptg000026l:2403729-2404729",153,-12.76,"2 15","17 38",14,"85.71%","85.71%"
"1085","Cluster_4752","FUN_036826",-0.527497574112894,0.000469373441034176,"ptg000026l:2403729-2404729",154,-18.75,"2 20","939 960",19,"73.68%","73.68%"
"1086","Cluster_4752","FUN_036831",-0.577287438977956,9.62414802464522e-05,"ptg000026l:2462595-2463123",144,-10.16,"2 19","472 491",17,"64.71%","76.47%"
"1087","Cluster_9706","FUN_036858",0.538196563234416,0.000340886676783452,"ptg000026l:2712227-2713227",140,-11.95,"2 9","372 393",7,"100.00%","100.00%"
"1088","Cluster_1951","FUN_036924",0.516513556357458,0.000644804330615663,"ptg000026l:3481763-3482763",142,-11.19,"2 11","296 316",9,"88.89%","88.89%"
"1089","Cluster_2372","FUN_036925",0.536886943636659,0.000354701022803183,"ptg000026l:3490748-3491609",161,-17.2,"2 19","201 223",18,"72.22%","88.89%"
"1090","Cluster_1832","FUN_036944",0.573136956468797,0.000110915144429176,"ptg000026l:3730365-3731365",144,-11.8,"2 14","128 151",14,"78.57%","78.57%"
"1091","Cluster_16354","FUN_036979",0.591985868274974,5.73155248600604e-05,"ptg000026l:4128858-4129858",147,-16.79,"2 22","554 583",27,"59.26%","70.37%"
"1092","Cluster_2372","FUN_037023",0.501230781294931,0.000985724655527086,"ptg000026l:4667211-4668211",144,-12.02,"2 13","721 742",11,"81.82%","81.82%"
"1093","Cluster_17245","FUN_037049",0.644847410719872,7.07705759067967e-06,"ptg000026l:5007033-5007391",157,-11.63,"2 20","287 308",18,"77.78%","77.78%"
"1094","Cluster_2372","FUN_037083",0.551160181025757,0.000228014033824464,"ptg000026l:5485929-5486929",145,-14.48,"2 16","859 883",17,"70.59%","82.35%"
"1095","Cluster_3109","FUN_037094",0.56545403041086,0.00014352029740847,"ptg000026l:5694750-5695750",144,-12.39,"2 19","29 54",21,"66.67%","71.43%"
"1096","Cluster_14605","FUN_037094",0.556822574182016,0.000190287065360125,"ptg000026l:5694750-5695750",149,-12.71,"2 14","491 512",12,"83.33%","83.33%"
"1097","Cluster_1950","FUN_037097",0.522762489585161,0.000538941837254033,"ptg000026l:5715347-5716347",150,-10.17,"2 21","340 360",19,"63.16%","78.95%"
"1098","Cluster_2372","FUN_037171",-0.532784878454744,0.000401280829319072,"ptg000026l:6582068-6583068",146,-15.03,"2 19","825 846",17,"64.71%","70.59%"
"1099","Cluster_3109","FUN_037104",0.502224425749737,0.000959466825349599,"ptg000026l:5850043-5851043",151,-10.13,"2 16","953 974",14,"64.29%","92.86%"
"1100","Cluster_14532","FUN_037104",0.502313484866146,0.000957143997407318,"ptg000026l:5850043-5851043",167,-16.58,"2 20","931 953",18,"72.22%","88.89%"
"1101","Cluster_3109","FUN_037109",0.764267309657928,9.53271132314204e-09,"ptg000026l:5924071-5925071",168,-19.24,"2 21","391 412",19,"68.42%","89.47%"
"1102","Cluster_17623","FUN_037110",0.585906883236261,7.12334153321904e-05,"ptg000026l:5941842-5942842",141,-10.59,"2 19","504 526",18,"66.67%","66.67%"
"1103","Cluster_17623","FUN_037114",0.568929531947901,0.000127828036282327,"ptg000026l:5983412-5984412",144,-14.77,"2 21","200 220",20,"70.00%","70.00%"
"1104","Cluster_1865","FUN_037148",0.679925062913158,1.39689053302961e-06,"ptg000026l:6377617-6378617",145,-10.68,"2 10","842 865",8,"100.00%","100.00%"
"1105","Cluster_4752","FUN_037208",0.647442413001471,6.32097042743635e-06,"ptg000026l:7058335-7059167",149,-14.51,"2 19","778 800",19,"68.42%","73.68%"
"1106","Cluster_14532","FUN_037291",-0.526535841380342,0.000482815074789239,"ptg000026l:8180943-8181943",144,-14.4,"2 13","223 245",11,"81.82%","81.82%"
"1107","Cluster_14532","FUN_037306",-0.560572578271852,0.000168501643405103,"ptg000026l:8525753-8526753",163,-14.49,"2 22","23 48",23,"73.91%","78.26%"
"1108","Cluster_14532","FUN_037324",0.535071861469979,0.000374677423767525,"ptg000026l:8773587-8774587",155,-17.62,"2 18","928 949",16,"81.25%","81.25%"
"1109","Cluster_16354","FUN_037377",-0.514911691498517,0.000674767443419642,"ptg000026l:9765872-9766872",140,-12.57,"2 9","852 874",7,"100.00%","100.00%"
"1110","Cluster_2372","FUN_037420",0.526720482231773,0.000480208047857014,"ptg000026l:10130180-10131180",145,-12.67,"2 10","1 17",8,"100.00%","100.00%"
"1111","Cluster_14532","FUN_037441",-0.540891422753758,0.000313968722108236,"ptg000026l:10473839-10474839",166,-18.62,"2 15","42 64",13,"92.31%","100.00%"
"1112","Cluster_4752","FUN_037461",0.583555865188678,7.7391534770728e-05,"ptg000026l:10758805-10759805",151,-12.86,"2 16","573 593",14,"78.57%","78.57%"
"1113","Cluster_1950","FUN_037453",0.598781288032435,4.47155564801494e-05,"ptg000026l:10693935-10694935",155,-13.19,"2 21","641 663",20,"65.00%","80.00%"
"1114","Cluster_1950","FUN_037453",0.598781288032435,4.47155564801494e-05,"ptg000026l:10693935-10694935",162,-13.67,"2 21","846 866",19,"78.95%","78.95%"
"1115","Cluster_1832","FUN_037482",0.520671732081447,0.000572489503506953,"ptg000026l:10953110-10954110",147,-15.18,"2 21","976 1000",23,"60.87%","69.57%"
"1116","Cluster_1832","FUN_037482",0.520671732081447,0.000572489503506953,"ptg000026l:10953110-10954110",156,-13.36,"2 21","867 888",19,"68.42%","73.68%"
"1117","Cluster_2372","FUN_037494",0.512034940946729,0.00073170840374502,"ptg000026l:11081826-11082826",153,-13.39,"2 19","684 706",18,"72.22%","77.78%"
"1118","Cluster_16354","FUN_037509",0.558621808389107,0.000179536298989666,"ptg000026l:11254747-11255747",143,-12.02,"2 22","2 26",22,"59.09%","72.73%"
"1119","Cluster_2500","FUN_037502",0.576311862440557,9.95228618748035e-05,"ptg000026l:11207908-11208908",178,-18.67,"2 21","819 842",21,"85.71%","90.48%"
"1120","Cluster_3109","FUN_037502",0.590459087532814,6.0556788778647e-05,"ptg000026l:11207908-11208908",150,-10.21,"2 21","671 691",19,"68.42%","73.68%"
"1121","Cluster_5516","FUN_037502",0.548542236724908,0.000247631954729579,"ptg000026l:11207908-11208908",151,-13.21,"2 16","751 772",14,"78.57%","78.57%"
"1122","Cluster_4752","FUN_037591",0.631112842363738,1.26507411733941e-05,"ptg000026l:12093913-12094913",149,-11.96,"2 20","499 521",20,"65.00%","80.00%"
"1123","Cluster_1865","FUN_037706",0.699193809271728,5.19918687745652e-07,"ptg000026l:12609351-12610351",162,-14.23,"2 19","923 946",17,"70.59%","88.24%"
"1124","Cluster_1865","FUN_037708",0.615455961760262,2.37268271013744e-05,"ptg000026l:12638383-12639383",148,-11.1,"2 19","714 740",20,"65.00%","80.00%"
"1125","Cluster_17623","FUN_037708",0.60502365619433,3.5419195594186e-05,"ptg000026l:12638383-12639383",159,-21.45,"2 21","392 415",21,"71.43%","76.19%"
"1126","Cluster_5516","FUN_037707",0.526714924768977,0.000480286331959284,"ptg000026l:12628327-12629327",147,-10.01,"2 16","714 735",14,"71.43%","78.57%"
"1127","Cluster_4752","FUN_037711",-0.51214853371076,0.000729381280313861,"ptg000026l:12680997-12681997",144,-10.19,"2 19","511 530",17,"64.71%","76.47%"
"1128","Cluster_15097","FUN_037711",0.565845201858518,0.000141671154511269,"ptg000026l:12680997-12681997",155,-12.66,"2 16","677 698",14,"78.57%","85.71%"
"1129","Cluster_3301","FUN_037717",0.588639024441475,6.46376472102021e-05,"ptg000026l:12730142-12731142",160,-14.04,"2 22","373 396",21,"71.43%","76.19%"
"1130","Cluster_3301","FUN_037727",0.52356235844069,0.00052657948958979,"ptg000026l:12837005-12838005",160,-14.04,"2 22","367 390",21,"71.43%","76.19%"
"1131","Cluster_1819","FUN_037756",-0.533769983299774,0.000389620781922079,"ptg000026l:13176091-13177091",145,-10.45,"2 10","633 654",8,"100.00%","100.00%"
"1132","Cluster_1819","FUN_037756",-0.533769983299774,0.000389620781922079,"ptg000026l:13176091-13177091",155,-14.21,"2 21","349 371",20,"70.00%","75.00%"
"1133","Cluster_17245","FUN_037769",0.53236127709849,0.000406390146117882,"ptg000026l:13332895-13333895",153,-13.97,"2 19","505 528",18,"72.22%","77.78%"
"1134","Cluster_9532","FUN_037773",0.527195848484196,0.000473553995735062,"ptg000026l:13366526-13367526",154,-12.21,"2 18","840 860",16,"75.00%","87.50%"
"1135","Cluster_14532","FUN_037917",0.657202128630962,4.09300306062827e-06,"ptg000027l:503607-504607",164,-12.44,"2 17","795 817",15,"86.67%","86.67%"
"1136","Cluster_4752","FUN_037945",-0.539338301090795,0.000329239250889311,"ptg000027l:736374-737374",143,-11.46,"2 20","149 169",18,"55.56%","72.22%"
"1137","Cluster_15097","FUN_037996",0.565731917452429,0.000142204445319842,"ptg000027l:1269934-1270934",146,-14.95,"2 16","759 784",18,"72.22%","72.22%"
"1138","Cluster_4036","FUN_038025",0.583474980707148,7.76117372899391e-05,"ptg000027l:1608591-1609591",150,-12.83,"2 21","784 804",19,"63.16%","78.95%"
"1139","Cluster_3226","FUN_038042",-0.511396092229036,0.000744919866334711,"ptg000027l:1735565-1736565",142,-17.02,"2 15","480 503",13,"61.54%","84.62%"
"1140","Cluster_14165","FUN_038121",0.50632098016194,0.000857654967174772,"ptg000027l:2783665-2784665",157,-19.4,"2 18","16 36",16,"68.75%","87.50%"
"1141","Cluster_12081","FUN_038144",0.543361788876644,0.000290986699358881,"ptg000027l:3048279-3049279",149,-16.72,"2 20","440 459",18,"66.67%","77.78%"
"1142","Cluster_12083","FUN_038144",0.589629823439263,6.23861868009111e-05,"ptg000027l:3048279-3049279",149,-16.72,"2 20","440 459",18,"66.67%","77.78%"
"1143","Cluster_12087","FUN_038144",0.595810459937771,4.98761326714095e-05,"ptg000027l:3048279-3049279",149,-16.72,"2 20","440 459",18,"66.67%","77.78%"
"1144","Cluster_17623","FUN_038144",0.587171439806363,6.81082487194457e-05,"ptg000027l:3048279-3049279",141,-15.63,"2 20","957 977",18,"61.11%","72.22%"
"1145","Cluster_12081","FUN_038151",0.578419245559093,9.25575863652433e-05,"ptg000027l:3105799-3106799",140,-14.95,"2 9","437 457",7,"100.00%","100.00%"
"1146","Cluster_12083","FUN_038151",0.607948293485491,3.17014359759442e-05,"ptg000027l:3105799-3106799",140,-14.95,"2 9","437 457",7,"100.00%","100.00%"
"1147","Cluster_12087","FUN_038151",0.589926907743787,6.17251147667659e-05,"ptg000027l:3105799-3106799",140,-14.95,"2 9","437 457",7,"100.00%","100.00%"
"1148","Cluster_14532","FUN_038236",-0.551967286864057,0.000222254594705086,"ptg000027l:4548377-4549377",150,-10.45,"2 21","516 541",22,"63.64%","77.27%"
"1149","Cluster_1865","FUN_038238",0.510168061794381,0.000770913921990544,"ptg000027l:4558586-4559586",152,-14.98,"2 13","184 207",11,"81.82%","100.00%"
"1150","Cluster_14605","FUN_038244",0.595709744160327,5.00602076184406e-05,"ptg000027l:4658801-4659801",150,-14.84,"2 11","251 272",9,"100.00%","100.00%"
"1151","Cluster_17245","FUN_038285",0.59179851849226,5.7704590420297e-05,"ptg000027l:5287497-5288497",151,-13.9,"2 12","907 929",10,"90.00%","100.00%"
"1152","Cluster_14532","FUN_038302",0.556465955855807,0.000192485588681086,"ptg000027l:5494266-5495266",150,-13.9,"2 22","203 228",24,"66.67%","70.83%"
"1153","Cluster_14532","FUN_038302",0.556465955855807,0.000192485588681086,"ptg000027l:5494266-5495266",162,-13.77,"2 20","94 117",19,"73.68%","84.21%"
"1154","Cluster_14610","FUN_038302",0.500172040617392,0.00101440326125904,"ptg000027l:5494266-5495266",156,-10.28,"2 22","650 674",22,"63.64%","77.27%"
"1155","Cluster_16354","FUN_038313",-0.511770696769484,0.000737147469015808,"ptg000027l:5613999-5614999",155,-10.65,"2 18","813 834",16,"81.25%","81.25%"
"1156","Cluster_4752","FUN_038334",0.603453940396293,3.75743733109644e-05,"ptg000027l:5833805-5834805",140,-12.68,"2 9","236 256",7,"100.00%","100.00%"
"1157","Cluster_14532","FUN_038334",-0.548938506902798,0.000244568156301012,"ptg000027l:5833805-5834805",162,-12.35,"2 19","84 106",17,"70.59%","88.24%"
"1158","Cluster_16354","FUN_038334",-0.561962437649066,0.000161017175877697,"ptg000027l:5833805-5834805",140,-10.71,"2 9","520 542",7,"100.00%","100.00%"
"1159","Cluster_2500","FUN_038350",0.502515015088298,0.000951906149820886,"ptg000027l:6059413-6060413",152,-11.9,"2 13","279 300",11,"81.82%","100.00%"
"1160","Cluster_3109","FUN_038366",0.715718293059663,2.09093606257676e-07,"ptg000027l:6273723-6274170",143,-15.69,"2 12","145 166",10,"80.00%","90.00%"
"1161","Cluster_17623","FUN_038392",0.501508890150536,0.000978311848243492,"ptg000027l:6657354-6658354",145,-13.41,"2 10","976 997",8,"100.00%","100.00%"
"1162","Cluster_2500","FUN_038419",0.602959535114619,3.82774965287508e-05,"ptg000027l:6991135-6992135",159,-11.1,"2 20","813 834",18,"66.67%","83.33%"
"1163","Cluster_2500","FUN_038502",0.512665546922093,0.000718872571682708,"ptg000027l:8088673-8089673",158,-10.45,"2 21","625 648",21,"76.19%","76.19%"
"1164","Cluster_3109","FUN_038615",0.506071513121194,0.000863568347420259,"ptg000027l:9351927-9352540",156,-12.47,"2 21","238 256",19,"73.68%","78.95%"
"1165","Cluster_14532","FUN_038615",0.557582290453008,0.000185678777291204,"ptg000027l:9351927-9352540",140,-10.09,"2 9","333 355",7,"100.00%","100.00%"
"1166","Cluster_1865","FUN_038616",0.531026525968375,0.000422872820795559,"ptg000027l:9354669-9355669",148,-11.89,"2 13","504 527",11,"81.82%","90.91%"
"1167","Cluster_1865","FUN_038614",0.533321736435399,0.000394888196500707,"ptg000027l:9328977-9329977",145,-12.59,"2 23","450 478",26,"53.85%","69.23%"
"1168","Cluster_9706","FUN_038683",0.587067987278227,6.83591629413689e-05,"ptg000027l:10154197-10155197",150,-11.49,"2 15","942 963",13,"76.92%","84.62%"
"1169","Cluster_14692","FUN_038657",0.558355713392124,0.000181090941542017,"ptg000027l:9845370-9846370",149,-15.76,"2 19","570 593",19,"63.16%","78.95%"
"1170","Cluster_4752","FUN_038718",0.53464075017784,0.000379567932262596,"ptg000027l:10495281-10496281",152,-12.56,"2 17","440 460",15,"73.33%","80.00%"
"1171","Cluster_15097","FUN_038750",0.707437693759789,3.32616356986981e-07,"ptg000027l:10869273-10869731",148,-12.7,"2 13","229 250",11,"81.82%","90.91%"
"1172","Cluster_17173","FUN_038795",-0.515046960971466,0.000672190053087867,"ptg000027l:11509263-11510263",151,-12.22,"2 17","960 983",17,"76.47%","76.47%"
"1173","Cluster_1865","FUN_038869",0.591872662075245,5.75503320136431e-05,"ptg000027l:12258656-12259656",160,-21.65,"2 22","873 899",23,"65.22%","78.26%"
"1174","Cluster_3109","FUN_038985",0.505724616504876,0.000871851478227687,"ptg000027l:13437683-13438683",148,-14.29,"2 14","676 699",14,"78.57%","85.71%"
"1175","Cluster_1865","FUN_039010",0.725260071621889,1.19988097158686e-07,"ptg000027l:13635642-13636642",151,-11.64,"2 20","209 232",18,"61.11%","77.78%"
"1176","Cluster_3109","FUN_039233",0.588029445775053,6.60592252688716e-05,"ptg000027l:15731330-15732330",140,-11.64,"2 9","864 885",7,"100.00%","100.00%"
"1177","Cluster_3109","FUN_039233",0.588029445775053,6.60592252688716e-05,"ptg000027l:15731330-15732330",152,-15.88,"2 21","699 720",19,"63.16%","73.68%"
"1178","Cluster_17623","FUN_039324",0.521265638019816,0.000562775203153717,"ptg000029c:4434-5434",148,-18.46,"2 21","208 229",19,"63.16%","68.42%"
"1179","Cluster_3227","FUN_039344",-0.545584703043025,0.000271611076604564,"ptg000029c:234556-235556",152,-17.04,"2 13","865 888",11,"81.82%","100.00%"
"1180","Cluster_17623","FUN_039358",0.510770643392066,0.000758059669052244,"ptg000029c:417231-418231",148,-14.27,"2 21","199 220",19,"63.16%","68.42%"
"1181","Cluster_17623","FUN_039408",0.581764344478706,8.24039265522905e-05,"ptg000029c:1462085-1463085",160,-20.02,"2 20","480 501",19,"78.95%","84.21%"
"1182","Cluster_14532","FUN_039363",0.556979312341609,0.000189327968224064,"ptg000029c:630229-631229",143,-12.35,"2 22","313 338",23,"60.87%","69.57%"
"1183","Cluster_1865","FUN_039373",0.571577108398395,0.000116933516228795,"ptg000029c:737792-738792",151,-10.65,"2 12","955 978",10,"90.00%","100.00%"
"1184","Cluster_1865","FUN_039391",0.572661324845204,0.000112719877193329,"ptg000029c:1221752-1222752",162,-19.25,"2 19","937 960",17,"70.59%","88.24%"
"1185","Cluster_3301","FUN_039412",0.518654723064127,0.00060660897453635,"ptg000029c:1572316-1572599",143,-13.68,"2 12","121 143",10,"80.00%","90.00%"
"1186","Cluster_1865","FUN_039604",0.536559366867177,0.000358234005128859,"ptg000030l:1660979-1661979",142,-11.79,"2 11","195 218",9,"88.89%","88.89%"
"1187","Cluster_4752","FUN_039555",0.557417626931417,0.000186668964300535,"ptg000030l:1201631-1202631",145,-10.67,"2 20","982 1000",18,"66.67%","72.22%"
"1188","Cluster_17623","FUN_039559",0.560797342041016,0.000167270394956429,"ptg000030l:1251770-1252720",154,-23.84,"2 21","782 806",22,"68.18%","77.27%"
"1189","Cluster_4034","FUN_039561",0.569155896695151,0.00012686192662074,"ptg000030l:1264854-1265854",145,-11.22,"2 14","607 628",12,"75.00%","83.33%"
"1190","Cluster_9380","FUN_039561",0.517145859124158,0.000633307688437718,"ptg000030l:1264854-1265854",151,-10.68,"2 20","547 568",18,"66.67%","72.22%"
"1191","Cluster_9786","FUN_039561",0.597173624582685,4.74445097465635e-05,"ptg000030l:1264854-1265854",161,-20.48,"2 20","597 616",18,"77.78%","83.33%"
"1192","Cluster_14532","FUN_039561",0.582209718494736,8.11310941715239e-05,"ptg000030l:1264854-1265854",140,-13.77,"2 9","890 912",7,"100.00%","100.00%"
"1193","Cluster_5516","FUN_039793",0.516455035758273,0.00064587771880086,"ptg000031l:200295-201295",148,-10.89,"2 21","267 286",19,"68.42%","78.95%"
"1194","Cluster_4752","FUN_039805",0.579569361015404,8.89453929421146e-05,"ptg000031l:307694-308694",155,-14.45,"2 19","70 90",18,"72.22%","88.89%"
"1195","Cluster_14610","FUN_039860",0.611523846223833,2.76406768793396e-05,"ptg000031l:1030059-1031059",155,-12.64,"2 21","469 492",20,"65.00%","80.00%"
"1196","Cluster_2500","FUN_039864",0.540294002900124,0.000319765702955798,"ptg000031l:1048342-1049342",160,-12.06,"2 20","271 293",20,"75.00%","85.00%"
"1197","Cluster_2500","FUN_039878",0.549502556031023,0.000240265975444917,"ptg000031l:1223309-1224309",161,-11.08,"2 14","96 117",12,"91.67%","100.00%"
"1198","Cluster_3301","FUN_039878",0.586422332745328,6.99441821465738e-05,"ptg000031l:1223309-1224309",159,-12.25,"2 19","609 629",17,"82.35%","82.35%"
"1199","Cluster_4752","FUN_039895",-0.515952202742534,0.000655166610871166,"ptg000031l:1490900-1491900",152,-10.71,"2 20","320 338",18,"72.22%","77.78%"
"1200","Cluster_2500","FUN_039904",0.593434505846666,5.43866762126746e-05,"ptg000031l:1539953-1540646",153,-12.56,"2 19","103 125",18,"72.22%","77.78%"
"1201","Cluster_2746","FUN_039961",0.539259479864997,0.000330031712273159,"ptg000031l:2180286-2181286",165,-16.35,"2 22","93 115",20,"75.00%","75.00%"
"1202","Cluster_14532","FUN_039924",0.584819813187024,7.40233186123372e-05,"ptg000031l:1756732-1757732",147,-11.56,"2 12","42 64",10,"90.00%","90.00%"
"1203","Cluster_14532","FUN_039924",0.584819813187024,7.40233186123372e-05,"ptg000031l:1756732-1757732",152,-13.61,"2 21","356 378",19,"63.16%","73.68%"
"1204","Cluster_4752","FUN_039947",-0.513559411156576,0.0007010220116054,"ptg000031l:1994008-1995008",157,-18.13,"2 18","178 196",16,"87.50%","87.50%"
"1205","Cluster_14532","FUN_039954",0.516233554015868,0.00064995459829023,"ptg000031l:2056959-2057959",144,-13.48,"2 22","31 52",21,"71.43%","71.43%"
"1206","Cluster_1865","FUN_039958",0.720348445743472,1.60148242514462e-07,"ptg000031l:2093538-2094538",145,-13.25,"2 10","67 90",8,"100.00%","100.00%"
"1207","Cluster_1865","FUN_039958",0.720348445743472,1.60148242514462e-07,"ptg000031l:2093538-2094538",153,-16.49,"2 23","252 276",22,"59.09%","77.27%"
"1208","Cluster_1819","FUN_039976",0.640793743985611,8.42546032150559e-06,"ptg000031l:2537087-2538087",148,-10.42,"2 21","373 394",19,"63.16%","68.42%"
"1209","Cluster_5516","FUN_039976",0.536037990056011,0.000363922294673705,"ptg000031l:2537087-2538087",142,-11.01,"2 11","595 616",9,"88.89%","88.89%"
"1210","Cluster_14605","FUN_039976",0.558854979024733,0.000178183920274724,"ptg000031l:2537087-2538087",146,-10.76,"2 15","638 659",13,"76.92%","76.92%"
"1211","Cluster_1865","FUN_040018",0.58480724484434,7.4056146092365e-05,"ptg000031l:3033570-3034570",151,-15.07,"2 12","672 695",10,"90.00%","100.00%"
